,CLB,Name,Main_position,Height,Foot,Contract,Market_Value
301,Real Betis Balompié,Ricardo Rodríguez,Left-Back,"1,82m",left,"Jun 30, 2026",€2.50m
302,Real Betis Balompié,Aitor Ruibal,Right-Back,"1,76m",right,"Jun 30, 2028",€3.50m
303,Real Betis Balompié,Héctor Bellerín,Right-Back,"1,78m",right,"Jun 30, 2028",€3.00m
304,Real Betis Balompié,Ángel Ortiz,Right-Back,"1,67m",right,"Jun 30, 2025",€2.50m
305,Real Betis Balompié,Youssouf Sabaly,Right-Back,"1,73m",right,"Jun 30, 2026",€2.00m
306,Real Betis Balompié,Johnny Cardoso,Defensive Midfield,"1,86m",right,"Jun 30, 2030",€20.00m
307,Real Betis Balompié,Marc Roca,Defensive Midfield,"1,84m",left,"Jun 30, 2029",€8.00m
308,Real Betis Balompié,William Carvalho,Defensive Midfield,"1,87m",right,"Jun 30, 2026",€2.00m
309,Real Betis Balompié,Giovani Lo Celso,Central Midfield,"1,77m",left,"Jun 30, 2028",€20.00m
310,Real Betis Balompié,Sergi Altimira,Central Midfield,"1,88m",right,"Jun 30, 2029",€10.00m
311,Real Betis Balompié,Mateo Flores,Central Midfield,"1,78m",left,"Jun 30, 2029",€1.00m
312,Real Betis Balompié,Pablo Fornals,Attacking Midfield,"1,78m",right,"Jun 30, 2029",€6.00m
313,Real Betis Balompié,Isco,Attacking Midfield,"1,76m",right,"Jun 30, 2027",€6.00m
314,Real Betis Balompié,Abde Ezzalzouli,Left Winger,"1,77m",right,"Jun 30, 2029",€12.00m
315,Real Betis Balompié,Jesús Rodríguez,Left Winger,"1,85m",right,"Jun 30, 2029",€10.00m
316,Real Betis Balompié,Antony,Right Winger,"1,72m",left,"Jun 30, 2025",€20.00m
317,Real Betis Balompié,Cucho Hernández,Centre-Forward,"1,76m",right,"Jun 30, 2030",€18.00m
318,Real Betis Balompié,Chimy Ávila,Centre-Forward,"1,72m",right,"Jun 30, 2027",€2.50m
319,Real Betis Balompié,Cédric Bakambu,Centre-Forward,"1,82m",right,"Jun 30, 2026",€1.80m
320,Real Madrid,Thibaut Courtois,Goalkeeper,"2,00m",left,"Jun 30, 2026",€25.00m
321,Real Madrid,Andriy Lunin,Goalkeeper,"1,91m",right,"Jun 30, 2030",€20.00m
322,Real Madrid,Fran González,Goalkeeper,"1,99m",right,"Jun 30, 2026",€400k
323,Real Madrid,Éder Militão,Centre-Back,"1,86m",right,"Jun 30, 2028",€40.00m
324,Real Madrid,Raúl Asencio,Centre-Back,"1,84m",right,"Jun 30, 2026",€30.00m
325,Real Madrid,Antonio Rüdiger,Centre-Back,"1,90m",right,"Jun 30, 2026",€24.00m
326,Real Madrid,David Alaba,Centre-Back,"1,80m",left,"Jun 30, 2026",€10.00m
327,Real Madrid,Jesús Vallejo,Centre-Back,"1,84m",right,"Jun 30, 2025",€1.00m
328,Real Madrid,Ferland Mendy,Left-Back,"1,80m",left,"Jun 30, 2028",€18.00m
329,Real Madrid,Fran García,Left-Back,"1,69m",left,"Jun 30, 2027",€15.00m
330,Real Madrid,Daniel Carvajal,Right-Back,"1,73m",right,"Jun 30, 2026",€10.00m
331,Real Madrid,Lucas Vázquez,Right-Back,"1,73m",right,"Jun 30, 2025",€3.50m
332,Real Madrid,Aurélien Tchouaméni,Defensive Midfield,"1,88m",right,"Jun 30, 2028",€80.00m
333,Real Madrid,Federico Valverde,Central Midfield,"1,82m",right,"Jun 30, 2029",€130.00m
334,Real Madrid,Eduardo Camavinga,Central Midfield,"1,82m",left,"Jun 30, 2029",€70.00m
335,Real Madrid,Dani Ceballos,Central Midfield,"1,79m",right,"Jun 30, 2027",€10.00m
336,Real Madrid,Luka Modrić,Central Midfield,"1,72m",right,"Jun 30, 2025",€5.00m
337,Real Madrid,Jude Bellingham,Attacking Midfield,"1,86m",right,"Jun 30, 2029",€180.00m
338,Real Madrid,Vinicius Junior,Left Winger,"1,76m",right,"Jun 30, 2027",€200.00m
339,Real Madrid,Rodrygo,Right Winger,"1,74m",right,"Jun 30, 2028",€100.00m
340,Real Madrid,Arda Güler,Right Winger,"1,75m",left,"Jun 30, 2029",€45.00m
341,Real Madrid,Brahim Díaz,Right Winger,"1,70m",both,"Jun 30, 2027",€45.00m
342,Real Madrid,Kylian Mbappé,Centre-Forward,"1,78m",right,"Jun 30, 2029",€170.00m
343,Real Madrid,Endrick,Centre-Forward,"1,73m",left,"Jun 30, 2030",€40.00m
344,Real Sociedad,Álex Remiro,Goalkeeper,"1,91m",right,"Jun 30, 2027",€25.00m
345,Real Sociedad,Unai Marrero,Goalkeeper,"1,89m",right,"Jun 30, 2027",€600k
346,Real Sociedad,Nayef Aguerd,Centre-Back,"1,90m",left,"Jun 30, 2025",€25.00m
347,Real Sociedad,Igor Zubeldia,Centre-Back,"1,81m",right,"Jun 30, 2029",€18.00m
348,Real Sociedad,Jon Pacheco,Centre-Back,"1,84m",left,"Jun 30, 2030",€7.50m
349,Real Sociedad,Aritz Elustondo,Centre-Back,"1,80m",right,"Jun 30, 2026",€4.00m
350,Real Sociedad,Jon Martín,Centre-Back,"1,87m",right,"Jun 30, 2030",€2.00m
351,Real Sociedad,Javi López,Left-Back,"1,83m",left,"Jun 30, 2030",€7.50m
352,Real Sociedad,Aihen Muñoz,Left-Back,"1,75m",left,"Jun 30, 2027",€5.00m
353,Real Sociedad,Jon Aramburu,Right-Back,"1,76m",right,"Jun 30, 2030",€12.00m
354,Real Sociedad,Hamari Traoré,Right-Back,"1,75m",right,"Jun 30, 2026",€3.00m
355,Real Sociedad,Álvaro Odriozola,Right-Back,"1,76m",right,"Jun 30, 2029",€1.20m
356,Real Sociedad,Martín Zubimendi,Defensive Midfield,"1,81m",right,"Jun 30, 2027",€60.00m
357,Real Sociedad,Luka Sucic,Central Midfield,"1,85m",left,"Jun 30, 2029",€18.00m
358,Real Sociedad,Beñat Turrientes,Central Midfield,"1,81m",right,"Jun 30, 2030",€16.00m
359,Real Sociedad,Jon Ander Olasagasti,Central Midfield,"1,76m",left,"Jun 30, 2027",€2.50m
360,Real Sociedad,Brais Méndez,Attacking Midfield,"1,84m",left,"Jun 30, 2028",€28.00m
361,Real Sociedad,Arsen Zakharyan,Attacking Midfield,"1,83m",right,"Jun 30, 2029",€15.00m
362,Real Sociedad,Pablo Marín,Attacking Midfield,"1,78m",right,"Jun 30, 2028",€3.00m
363,Real Sociedad,Ander Barrenetxea,Left Winger,"1,75m",right,"Jun 30, 2030",€18.00m
364,Real Sociedad,Sheraldo Becker,Left Winger,"1,80m",right,"Jun 30, 2026",€4.00m
365,Real Sociedad,Arkaitz Mariezkurrena,Left Winger,-,,"Jun 30, 2029",€500k
366,Real Sociedad,Takefusa Kubo,Right Winger,"1,73m",left,"Jun 30, 2029",€40.00m
367,Real Sociedad,Sergio Gómez,Right Winger,"1,71m",left,"Jun 30, 2030",€20.00m
368,Real Sociedad,Mikel Oyarzabal,Centre-Forward,"1,81m",left,"Jun 30, 2028",€30.00m
369,Real Sociedad,Orri Óskarsson,Centre-Forward,"1,86m",right,"Jun 30, 2030",€18.00m
370,Real Valladolid CF,Karl Hein,Goalkeeper,"1,93m",right,"Jun 30, 2025",€3.00m
371,Real Valladolid CF,André Ferreira,Goalkeeper,"1,93m",right,"Jun 30, 2027",€800k
372,Real Valladolid CF,Eray Cömert,Centre-Back,"1,83m",right,"Jun 30, 2025",€2.50m
373,Real Valladolid CF,Javi Sánchez,Centre-Back,"1,89m",right,"Jun 30, 2026",€1.80m
374,Real Valladolid CF,Cenk Özkacar,Centre-Back,"1,90m",left,"Jun 30, 2025",€1.50m
375,Real Valladolid CF,David Torres,Centre-Back,"1,82m",left,"Jun 30, 2026",€1.40m
376,Real Valladolid CF,Joseph Aidoo,Centre-Back,"1,81m",right,"Jun 30, 2025",€1.40m
377,Real Valladolid CF,Adam Aznou,Left-Back,"1,78m",left,"Jun 30, 2025",€3.00m
378,Real Valladolid CF,Henrique Silva,Left-Back,"1,73m",left,"Jun 30, 2025",€600k
379,Real Valladolid CF,Antonio Candela,Right-Back,"1,85m",right,"Jun 30, 2025",€2.00m
380,Real Valladolid CF,Luis Pérez,Right-Back,"1,73m",right,"Jun 30, 2025",€1.50m
381,Real Valladolid CF,Florian Grillitsch,Defensive Midfield,"1,87m",right,"Jun 30, 2025",€3.00m
382,Real Valladolid CF,Mario Martín,Defensive Midfield,"1,77m",right,"Jun 30, 2025",€1.50m
383,Real Valladolid CF,Stanko Juric,Defensive Midfield,"1,88m",right,"Jun 30, 2027",€1.50m
384,Real Valladolid CF,Tamás Nikitscher,Central Midfield,"1,93m",right,"Jun 30, 2028",€1.00m
385,Real Valladolid CF,Selim Amallah,Attacking Midfield,"1,85m",right,"Jun 30, 2027",€1.80m
386,Real Valladolid CF,Chuki,Attacking Midfield,-,left,"Jun 30, 2025",€1.00m
387,Real Valladolid CF,Raúl Moro,Left Winger,"1,69m",right,"Jun 30, 2028",€5.00m
388,Real Valladolid CF,Darwin Machís,Left Winger,"1,71m",right,"Jun 30, 2026",€1.00m
389,Real Valladolid CF,Kenedy,Left Winger,"1,80m",left,"Jun 30, 2027",€300k
390,Real Valladolid CF,Amath Ndiaye,Right Winger,"1,73m",right,"Jun 30, 2027",€1.00m
391,Real Valladolid CF,Anuar,Right Winger,"1,73m",right,"Jun 30, 2025",€900k
392,Real Valladolid CF,Iván Sánchez,Right Winger,"1,69m",left,"Jun 30, 2025",€600k
393,Real Valladolid CF,Juanmi Latasa,Centre-Forward,"1,92m",left,"Jun 30, 2029",€2.50m
394,Real Valladolid CF,Mamadou Sylla,Centre-Forward,"1,80m",right,"Jun 30, 2026",€1.50m
395,Real Valladolid CF,Marcos André,Centre-Forward,"1,85m",right,"Jun 30, 2029",€1.20m
396,Sevilla FC,Álvaro Fernández,Goalkeeper,"1,85m",right,"Jun 30, 2025",€2.50m
397,Sevilla FC,Ørjan Nyland,Goalkeeper,"1,92m",right,"Jun 30, 2026",€1.00m
398,Sevilla FC,Loïc Badé,Centre-Back,"1,91m",right,"Jun 30, 2029",€30.00m
399,Sevilla FC,Kike Salas,Centre-Back,"1,88m",left,"Jun 30, 2029",€8.00m
400,Sevilla FC,Marcão,Centre-Back,"1,85m",left,"Jun 30, 2027",€3.00m
401,Sevilla FC,Tanguy Nianzou,Centre-Back,"1,91m",right,"Jun 30, 2027",€3.00m
402,Sevilla FC,Adrià Pedrosa,Left-Back,"1,72m",left,"Jun 30, 2028",€7.00m
403,Sevilla FC,José Ángel Carmona,Right-Back,"1,84m",right,"Jun 30, 2028",€12.00m
404,Sevilla FC,Juanlu Sánchez,Right-Back,"1,86m",right,"Jun 30, 2029",€12.00m
405,Sevilla FC,Lucien Agoumé,Defensive Midfield,"1,85m",right,"Jun 30, 2028",€7.00m
406,Sevilla FC,Nemanja Gudelj,Defensive Midfield,"1,87m",right,"Jun 30, 2026",€3.50m
407,Sevilla FC,Albert Sambi Lokonga,Central Midfield,"1,83m",right,"Jun 30, 2025",€9.00m
408,Sevilla FC,Djibril Sow,Central Midfield,"1,84m",right,"Jun 30, 2028",€7.50m
409,Sevilla FC,Saúl Ñíguez,Central Midfield,"1,84m",left,"Jun 30, 2025",€3.50m
410,Sevilla FC,Manu Bueno,Central Midfield,"1,78m",left,"Jun 30, 2026",€1.50m
411,Sevilla FC,Stanis Idumbo,Attacking Midfield,"1,71m",right,"Jun 30, 2028",€2.50m
412,Sevilla FC,Rubén Vargas,Left Winger,"1,79m",right,"Jun 30, 2029",€7.00m
413,Sevilla FC,Chidera Ejuke,Left Winger,"1,76m",right,"Jun 30, 2027",€6.00m
414,Sevilla FC,Dodi Lukébakio,Right Winger,"1,87m",left,"Jun 30, 2028",€25.00m
415,Sevilla FC,Suso,Right Winger,"1,77m",left,"Jun 30, 2025",€2.50m
416,Sevilla FC,Peque Fernández,Second Striker,"1,72m",right,"Jun 30, 2028",€3.50m
417,Sevilla FC,Isaac Romero,Centre-Forward,"1,83m",left,"Jun 30, 2028",€10.00m
418,Sevilla FC,Akor Adams,Centre-Forward,"1,90m",right,"Jun 30, 2029",€7.50m
419,UD Las Palmas,Dinko Horkas,Goalkeeper,"1,89m",right,"Jun 30, 2028",€1.20m
420,UD Las Palmas,Jasper Cillessen,Goalkeeper,"1,87m",right,"Jun 30, 2026",€900k
421,UD Las Palmas,Mika Mármol,Centre-Back,"1,81m",left,"Jun 30, 2026",€12.00m
422,UD Las Palmas,Scott McKenna,Centre-Back,"1,89m",left,"Jun 30, 2027",€5.00m
423,UD Las Palmas,Juanma Herzog,Centre-Back,"1,86m",right,"Jun 30, 2025",€1.50m
424,UD Las Palmas,Alex Suárez,Centre-Back,"1,80m",right,"Jun 30, 2026",€1.00m
425,UD Las Palmas,Álex Muñoz,Left-Back,"1,87m",left,"Jun 30, 2026",€1.20m
426,UD Las Palmas,Andy Pelmard,Right-Back,"1,80m",right,"Jun 30, 2025",€2.50m
427,UD Las Palmas,Viti Rozada,Right-Back,"1,72m",right,"Jun 30, 2027",€2.50m
428,UD Las Palmas,Marvin Park,Right-Back,"1,77m",right,"Jun 30, 2028",€1.50m
429,UD Las Palmas,Dário Essugo,Defensive Midfield,"1,78m",right,"Jun 30, 2025",€15.00m
430,UD Las Palmas,Stefan Bajcetic,Defensive Midfield,"1,85m",right,"Jun 30, 2025",€9.00m
431,UD Las Palmas,Javi Muñoz,Central Midfield,"1,77m",right,"Jun 30, 2025",€2.50m
432,UD Las Palmas,Enzo Loiodice,Central Midfield,"1,77m",left,"Jun 30, 2026",€1.50m
433,UD Las Palmas,José Campaña,Central Midfield,"1,79m",right,"Jun 30, 2025",€1.00m
434,UD Las Palmas,Alberto Moleiro,Attacking Midfield,"1,71m",right,"Jun 30, 2026",€25.00m
435,UD Las Palmas,Kirian Rodríguez,Attacking Midfield,"1,78m",right,"Jun 30, 2028",€12.00m
436,UD Las Palmas,Manu Fuster,Left Winger,"1,69m",right,"Jun 30, 2028",€1.50m
437,UD Las Palmas,Benito Ramírez,Left Winger,"1,79m",left,"Jun 30, 2025",€800k
438,UD Las Palmas,Adnan Januzaj,Right Winger,"1,86m",left,"Jun 30, 2025",€1.20m
439,UD Las Palmas,Fábio Silva,Centre-Forward,"1,85m",right,"Jun 30, 2025",€20.00m
440,UD Las Palmas,Oli McBurnie,Centre-Forward,"1,88m",right,"Jun 30, 2027",€2.50m
441,UD Las Palmas,Sandro Ramírez,Centre-Forward,"1,74m",right,"Jun 30, 2026",€2.50m
442,UD Las Palmas,Marc Cardona,Centre-Forward,"1,82m",right,"Jun 30, 2026",€900k
443,UD Las Palmas,Jaime Mata,Centre-Forward,"1,86m",right,"Jun 30, 2025",€600k
444,Valencia CF,Giorgi Mamardashvili,Goalkeeper,"1,97m",left,"Jun 30, 2025",€30.00m
445,Valencia CF,Stole Dimitrievski,Goalkeeper,"1,88m",right,"Jun 30, 2026",€3.00m
446,Valencia CF,Jaume Doménech,Goalkeeper,"1,85m",right,"Jun 30, 2025",€600k
447,Valencia CF,Cristhian Mosquera,Centre-Back,"1,91m",right,"Jun 30, 2026",€30.00m
448,Valencia CF,Yarek Gasiorowski,Centre-Back,"1,92m",left,"Jun 30, 2027",€12.00m
449,Valencia CF,César Tárrega,Centre-Back,"1,94m",right,"Jun 30, 2028",€6.00m
450,Valencia CF,Mouctar Diakhaby,Centre-Back,"1,92m",right,"Jun 30, 2027",€2.00m
451,Valencia CF,José Gayà,Left-Back,"1,72m",left,"Jun 30, 2027",€15.00m
452,Valencia CF,Jesús Vázquez,Left-Back,"1,82m",left,"Jun 30, 2026",€3.00m
453,Valencia CF,Max Aarons,Right-Back,"1,77m",right,"Jun 30, 2025",€12.00m
454,Valencia CF,Thierry Correia,Right-Back,"1,76m",right,"Jun 30, 2026",€6.00m
455,Valencia CF,Dimitri Foulquier,Right-Back,"1,83m",right,"Jun 30, 2025",€2.00m
456,Valencia CF,Pepelu,Defensive Midfield,"1,86m",right,"Jun 30, 2028",€12.00m
457,Valencia CF,Enzo Barrenechea,Defensive Midfield,"1,86m",right,"Jun 30, 2025",€7.50m
458,Valencia CF,Hugo Guillamón,Defensive Midfield,"1,78m",right,"Jun 30, 2026",€5.00m
459,Valencia CF,Javi Guerra,Central Midfield,"1,87m",right,"Jun 30, 2027",€20.00m
460,Valencia CF,André Almeida,Attacking Midfield,"1,76m",right,"Jun 30, 2028",€8.00m
461,Valencia CF,Iván Jaime,Attacking Midfield,"1,80m",right,"Jun 30, 2025",€7.00m
462,Valencia CF,Martín Tejón,Attacking Midfield,"1,65m",right,"Jun 30, 2026",€500k
463,Valencia CF,Luis Rioja,Left Winger,"1,76m",left,"Jun 30, 2026",€2.00m
464,Valencia CF,Sergi Canós,Left Winger,"1,77m",right,"Jun 30, 2027",€1.50m
465,Valencia CF,Diego López,Right Winger,"1,72m",right,"Jun 30, 2027",€10.00m
466,Valencia CF,Fran Pérez,Right Winger,"1,76m",right,"Jun 30, 2026",€4.00m
467,Valencia CF,Hugo Duro,Centre-Forward,"1,77m",left,"Jun 30, 2028",€10.00m
468,Valencia CF,Umar Sadiq,Centre-Forward,"1,91m",right,"Jun 30, 2025",€5.00m
469,Valencia CF,Rafa Mir,Centre-Forward,"1,91m",right,"Jun 30, 2025",€800k
470,Villarreal CF,Diego Conde,Goalkeeper,"1,88m",right,"Jun 30, 2029",€10.00m
471,Villarreal CF,Luiz Júnior,Goalkeeper,"1,92m",left,"Jun 30, 2030",€5.00m
472,Villarreal CF,Iker Álvarez,Goalkeeper,"1,90m",right,"Jun 30, 2026",€800k
473,Villarreal CF,Logan Costa,Centre-Back,"1,90m",right,"Jun 30, 2030",€15.00m
474,Villarreal CF,Willy Kambwala,Centre-Back,"1,92m",right,"Jun 30, 2029",€4.00m
475,Villarreal CF,Eric Bailly,Centre-Back,"1,87m",right,"Jun 30, 2025",€2.50m
476,Villarreal CF,Raúl Albiol,Centre-Back,"1,90m",right,"Jun 30, 2025",€1.30m
477,Villarreal CF,Pau Navarro,Centre-Back,"1,85m",right,"Jun 30, 2030",€1.00m
478,Villarreal CF,Sergi Cardona,Left-Back,"1,86m",both,"Jun 30, 2027",€8.00m
479,Villarreal CF,Alfonso Pedraza,Left-Back,"1,84m",left,"Jun 30, 2026",€2.50m
480,Villarreal CF,Juan Foyth,Right-Back,"1,87m",right,"Jun 30, 2026",€10.00m
481,Villarreal CF,Kiko Femenía,Right-Back,"1,74m",right,"Jun 30, 2025",€1.20m
482,Villarreal CF,Pape Gueye,Defensive Midfield,"1,89m",left,"Jun 30, 2028",€10.00m
483,Villarreal CF,Santi Comesaña,Central Midfield,"1,88m",both,"Jun 30, 2028",€8.00m
484,Villarreal CF,Dani Parejo,Central Midfield,"1,82m",right,"Jun 30, 2026",€2.00m
485,Villarreal CF,Denis Suárez,Attacking Midfield,"1,76m",right,"Jun 30, 2026",€1.30m
486,Villarreal CF,Álex Baena,Left Winger,"1,74m",right,"Jun 30, 2028",€50.00m
487,Villarreal CF,Yéremy Pino,Right Winger,"1,72m",right,"Jun 30, 2027",€30.00m
488,Villarreal CF,Ilias Akhomach,Right Winger,"1,75m",left,"Jun 30, 2026",€15.00m
489,Villarreal CF,Tajon Buchanan,Right Winger,"1,83m",right,"Jun 30, 2025",€6.00m
490,Villarreal CF,Nicolas Pépé,Right Winger,"1,83m",left,"Jun 30, 2026",€6.00m
491,Villarreal CF,Thierno Barry,Centre-Forward,"1,95m",right,"Jun 30, 2029",€14.00m
492,Villarreal CF,Ayoze Pérez,Centre-Forward,"1,78m",right,"Jun 30, 2028",€10.00m
493,Villarreal CF,Gerard Moreno,Centre-Forward,"1,80m",left,"Jun 30, 2027",€5.00m
