,CLB,Name,Main_position,Height,Foot,Contract,Market_Value
441,VfB Stuttgart,Wahid Faghir,Centre-Forward,"1,86m",right,"Jun 30, 2026",€1.00m
442,VfB Stuttgart,Thomas Kastanaras,Centre-Forward,"1,86m",,"Jun 30, 2026",€500k
443,VfL Bochum,Timo Horn,Goalkeeper,"1,92m",left,"Jun 30, 2026",€800k
444,VfL Bochum,Patrick Drewes,Goalkeeper,"1,94m",right,"Jun 30, 2026",€800k
445,VfL Bochum,Paul Grave,Goalkeeper,"1,93m",right,"Jun 30, 2025",€50k
446,VfL Bochum,Bernardo,Centre-Back,"1,86m",left,"Jun 30, 2025",€5.50m
447,VfL Bochum,Tim Oermann,Centre-Back,"1,89m",right,"Jun 30, 2026",€5.00m
448,VfL Bochum,Erhan Masovic,Centre-Back,"1,89m",both,"Jun 30, 2026",€3.00m
449,VfL Bochum,Jakov Medic,Centre-Back,"1,93m",right,"Jun 30, 2025",€2.00m
450,VfL Bochum,Ivan Ordets,Centre-Back,"1,95m",right,"Jun 30, 2026",€1.80m
451,VfL Bochum,Mohammed Tolba,Centre-Back,"1,85m",right,"Jun 30, 2025",€200k
452,VfL Bochum,Maximilian Wittek,Left-Back,"1,73m",left,"Jun 30, 2026",€2.00m
453,VfL Bochum,Felix Passlack,Right-Back,"1,70m",right,"Jun 30, 2025",€2.50m
454,VfL Bochum,Cristian Gamboa,Right-Back,"1,75m",right,"Jun 30, 2025",€500k
455,VfL Bochum,Ibrahima Sissoko,Defensive Midfield,"1,93m",right,"Jun 30, 2027",€6.00m
456,VfL Bochum,Anthony Losilla,Defensive Midfield,"1,85m",right,"Jun 30, 2025",€500k
457,VfL Bochum,Niklas Jahn,Defensive Midfield,"1,72m",right,"Jun 30, 2027",€200k
458,VfL Bochum,Tom Krauß,Central Midfield,"1,82m",right,"Jun 30, 2025",€4.00m
459,VfL Bochum,Matus Bero,Central Midfield,"1,81m",right,"Jun 30, 2026",€3.50m
460,VfL Bochum,Mats Pannewig,Central Midfield,"1,95m",,"Jun 30, 2026",€600k
461,VfL Bochum,Koji Miyoshi,Right Midfield,"1,67m",left,"Jun 30, 2028",€1.80m
462,VfL Bochum,Dani de Wit,Attacking Midfield,"1,84m",right,"Jun 30, 2028",€3.00m
463,VfL Bochum,Georgios Masouras,Left Winger,"1,84m",right,"Jun 30, 2025",€3.20m
464,VfL Bochum,Gerrit Holtmann,Left Winger,"1,85m",left,"Jun 30, 2025",€700k
465,VfL Bochum,Samuel Bamba,Right Winger,"1,79m",both,"Jun 30, 2027",€800k
466,VfL Bochum,Myron Boadu,Centre-Forward,"1,81m",right,"Jun 30, 2025",€7.00m
467,VfL Bochum,Moritz Broschinski,Centre-Forward,"1,90m",right,"Jun 30, 2026",€2.50m
468,VfL Bochum,Philipp Hofmann,Centre-Forward,"1,95m",left,"Jun 30, 2026",€1.50m
469,VfL Wolfsburg,Kamil Grabara,Goalkeeper,"1,95m",right,-,€14.00m
470,VfL Wolfsburg,Marius Müller,Goalkeeper,"1,92m",right,-,€1.50m
471,VfL Wolfsburg,Pavao Pervan,Goalkeeper,"1,94m",both,"Jun 30, 2026",€300k
472,VfL Wolfsburg,Niklas Klinger,Goalkeeper,"1,87m",right,"Jun 30, 2025",€100k
473,VfL Wolfsburg,Konstantinos Koulierakis,Centre-Back,"1,88m",left,"Jun 30, 2029",€20.00m
474,VfL Wolfsburg,Sebastiaan Bornauw,Centre-Back,"1,91m",right,"Jun 30, 2026",€7.00m
475,VfL Wolfsburg,Denis Vavro,Centre-Back,"1,89m",right,"Jun 30, 2025",€7.00m
476,VfL Wolfsburg,David Odogu,Centre-Back,"1,91m",right,-,€700k
477,VfL Wolfsburg,Mathys Angély,Centre-Back,"1,90m",left,-,€600k
478,VfL Wolfsburg,Joakim Maehle,Left-Back,"1,85m",right,"Jun 30, 2027",€14.00m
479,VfL Wolfsburg,Rogério,Left-Back,"1,78m",left,"Jun 30, 2027",€3.50m
480,VfL Wolfsburg,Mads Roerslev,Right-Back,"1,84m",right,"Jun 30, 2025",€8.00m
481,VfL Wolfsburg,Kilian Fischer,Right-Back,"1,82m",both,"Jun 30, 2027",€6.00m
482,VfL Wolfsburg,Mattias Svanberg,Central Midfield,"1,85m",right,"Jun 30, 2027",€12.00m
483,VfL Wolfsburg,Aster Vranckx,Central Midfield,"1,83m",right,"Jun 30, 2029",€9.00m
484,VfL Wolfsburg,Maximilian Arnold,Central Midfield,"1,84m",left,"Jun 30, 2026",€7.00m
485,VfL Wolfsburg,Yannick Gerhardt,Central Midfield,"1,84m",left,-,€3.00m
486,VfL Wolfsburg,Kevin Paredes,Left Midfield,"1,75m",left,"Jun 30, 2026",€7.50m
487,VfL Wolfsburg,Lovro Majer,Attacking Midfield,"1,78m",left,"Jun 30, 2028",€20.00m
488,VfL Wolfsburg,Bence Dárdai,Attacking Midfield,"1,89m",right,-,€9.00m
489,VfL Wolfsburg,Bennit Bröger,Attacking Midfield,"1,81m",,"Jun 30, 2025",€500k
490,VfL Wolfsburg,Jakub Kaminski,Left Winger,"1,79m",right,"Jun 30, 2027",€6.00m
491,VfL Wolfsburg,Andreas Skov Olsen,Right Winger,"1,87m",left,"Jun 30, 2029",€16.00m
492,VfL Wolfsburg,Patrick Wimmer,Right Winger,"1,82m",right,"Jun 30, 2027",€15.00m
493,VfL Wolfsburg,Mohamed Amoura,Centre-Forward,"1,70m",right,"Jun 30, 2025",€32.00m
494,VfL Wolfsburg,Jonas Wind,Centre-Forward,"1,90m",right,"Jun 30, 2026",€15.00m
495,VfL Wolfsburg,Tiago Tomás,Centre-Forward,"1,80m",right,"Jun 30, 2027",€12.00m
496,VfL Wolfsburg,Lukas Nmecha,Centre-Forward,"1,85m",right,"Jun 30, 2025",€3.00m
497,VfL Wolfsburg,Kevin Behrens,Centre-Forward,"1,85m",both,"Jun 30, 2025",€1.50m
498,VfL Wolfsburg,Bartosz Bialek,Centre-Forward,"1,91m",right,"Jun 30, 2025",€800k
