,CLB,Name,Main_position,Height,Foot,Contract,Market_Value
322,Paris Saint-Germain,Warren Zaïre-Emery,Central Midfield,"1,78m",right,"Jun 30, 2029",€60.00m
323,Paris Saint-Germain,Fabián Ruiz,Central Midfield,"1,89m",left,"Jun 30, 2027",€35.00m
324,Paris Saint-Germain,Senny Mayulu,Central Midfield,"1,83m",both,"Jun 30, 2027",€10.00m
325,Paris Saint-Germain,Khvicha Kvaratskhelia,Left Winger,"1,83m",both,"Jun 30, 2029",€80.00m
326,Paris Saint-Germain,Bradley Barcola,Left Winger,"1,82m",right,"Jun 30, 2028",€70.00m
327,Paris Saint-Germain,Désiré Doué,Left Winger,"1,81m",right,"Jun 30, 2029",€60.00m
328,Paris Saint-Germain,Ousmane Dembélé,Right Winger,"1,78m",both,"Jun 30, 2028",€75.00m
329,Paris Saint-Germain,Kang-in Lee,Right Winger,"1,74m",left,"Jun 30, 2028",€30.00m
330,Paris Saint-Germain,Ibrahim Mbaye,Right Winger,-,right,"Jun 30, 2027",€2.00m
331,Paris Saint-Germain,Gonçalo Ramos,Centre-Forward,"1,85m",right,"Jun 30, 2028",€45.00m
332,RC Lens,Mathew Ryan,Goalkeeper,"1,84m",right,"Jun 30, 2025",€2.50m
333,RC Lens,Hervé Koffi,Goalkeeper,"1,86m",right,"Jun 30, 2028",€1.50m
334,RC Lens,Denis Petric,Goalkeeper,"1,86m",right,"Jun 30, 2025",€100k
335,RC Lens,Facundo Medina,Centre-Back,"1,84m",left,"Jun 30, 2028",€25.00m
336,RC Lens,Malang Sarr,Centre-Back,"1,83m",left,"Jun 30, 2026",€5.00m
337,RC Lens,Jonathan Gradit,Centre-Back,"1,80m",right,"Jun 30, 2028",€4.00m
338,RC Lens,Juma Bah,Centre-Back,"1,95m",right,"Jun 30, 2025",€4.00m
339,RC Lens,Nidal Celik,Centre-Back,"1,92m",right,"Jun 30, 2029",€1.80m
340,RC Lens,Jhoanner Chávez,Left-Back,"1,82m",left,"Jun 30, 2028",€4.00m
341,RC Lens,Deiver Machado,Left-Back,"1,80m",left,"Jun 30, 2026",€3.50m
342,RC Lens,Ruben Aguilar,Right-Back,"1,72m",right,"Jun 30, 2026",€4.00m
343,RC Lens,Hamzat Ojediran,Defensive Midfield,"1,79m",right,"Jun 30, 2028",€2.00m
344,RC Lens,Nampalys Mendy,Defensive Midfield,"1,68m",right,"Jun 30, 2025",€2.00m
345,RC Lens,Tom Pouilly,Defensive Midfield,"1,80m",right,"Jun 30, 2027",€100k
346,RC Lens,Andy Diouf,Central Midfield,"1,87m",left,"Jun 30, 2028",€10.00m
347,RC Lens,Neil El Aynaoui,Central Midfield,"1,85m",right,"Jun 30, 2027",€10.00m
348,RC Lens,Anass Zaroury,Attacking Midfield,"1,76m",right,"Jun 30, 2028",€8.00m
349,RC Lens,Angelo Fulgini,Attacking Midfield,"1,82m",right,"Jun 30, 2027",€6.00m
350,RC Lens,Adrien Thomasson,Attacking Midfield,"1,75m",right,"Jun 30, 2026",€5.00m
351,RC Lens,Jeremy Agbonifo,Right Winger,"1,78m",left,"Jun 30, 2025",€5.00m
352,RC Lens,M'Bala Nzola,Centre-Forward,"1,85m",left,"Jun 30, 2025",€8.00m
353,RC Lens,Martín Satriano,Centre-Forward,"1,87m",right,"Jun 30, 2025",€5.00m
354,RC Lens,Wesley Saïd,Centre-Forward,"1,71m",right,"Jun 30, 2026",€3.50m
355,RC Lens,Florian Sotoca,Centre-Forward,"1,87m",right,"Jun 30, 2026",€2.50m
356,RC Lens,Rémy Labeau Lascary,Centre-Forward,"1,84m",right,"Jun 30, 2028",€2.50m
357,RC Lens,Goduine Koyalipou,Centre-Forward,"1,84m",right,"Jun 30, 2028",€1.80m
358,RC Strasbourg Alsace,Djordje Petrovic,Goalkeeper,"1,90m",right,"Jun 30, 2025",€18.00m
359,RC Strasbourg Alsace,Alaa Bellaarouch,Goalkeeper,"1,89m",right,"Jun 30, 2027",€500k
360,RC Strasbourg Alsace,Karl-Johan Johnsson,Goalkeeper,"1,88m",right,"Jun 30, 2026",€400k
361,RC Strasbourg Alsace,Mamadou Sarr,Centre-Back,"1,94m",right,"Jun 30, 2029",€15.00m
362,RC Strasbourg Alsace,Ismaël Doukouré,Centre-Back,"1,83m",right,"Jun 30, 2026",€15.00m
363,RC Strasbourg Alsace,Abakar Sylla,Centre-Back,"1,88m",left,"Jun 30, 2028",€12.00m
364,RC Strasbourg Alsace,Andrew Omobamidele,Centre-Back,"1,88m",right,"Jun 30, 2025",€10.00m
365,RC Strasbourg Alsace,Yoni Gomis,Centre-Back,"1,86m",left,"Jun 30, 2029",€1.00m
366,RC Strasbourg Alsace,Valentín Barco,Left-Back,"1,70m",left,"Jun 30, 2025",€8.00m
367,RC Strasbourg Alsace,Eduard Sobol,Left-Back,"1,86m",left,"Jun 30, 2026",€1.20m
368,RC Strasbourg Alsace,Thomas Delaine,Left-Back,"1,80m",left,"Jun 30, 2025",€800k
369,RC Strasbourg Alsace,Guéla Doué,Right-Back,"1,87m",right,"Jun 30, 2029",€12.00m
370,RC Strasbourg Alsace,Pape Diong,Defensive Midfield,"1,93m",right,"Jun 30, 2029",€800k
371,RC Strasbourg Alsace,Andrey Santos,Central Midfield,"1,80m",right,"Jun 30, 2025",€25.00m
372,RC Strasbourg Alsace,Habib Diarra,Central Midfield,"1,78m",right,"Jun 30, 2028",€20.00m
373,RC Strasbourg Alsace,Sebastian Nanasi,Left Midfield,"1,78m",right,"Jun 30, 2029",€15.00m
374,RC Strasbourg Alsace,Félix Lemaréchal,Attacking Midfield,"1,80m",right,"Jun 30, 2029",€7.00m
375,RC Strasbourg Alsace,Diego Moreira,Left Winger,"1,79m",left,"Jun 30, 2029",€10.00m
376,RC Strasbourg Alsace,Óscar Perea,Left Winger,"1,74m",right,"Jun 30, 2029",€2.50m
377,RC Strasbourg Alsace,Dilane Bakwa,Right Winger,"1,80m",left,"Jun 30, 2027",€18.00m
378,RC Strasbourg Alsace,Samuel Amo-Ameyaw,Right Winger,"1,74m",left,"Jun 30, 2025",€2.00m
379,RC Strasbourg Alsace,Abdoul Ouattara,Right Winger,"1,80m",,"Jun 30, 2029",€800k
380,RC Strasbourg Alsace,Emanuel Emegha,Centre-Forward,"1,96m",right,"Jun 30, 2028",€20.00m
381,RC Strasbourg Alsace,Sékou Mara,Centre-Forward,"1,83m",right,"Jun 30, 2029",€6.00m
382,RC Strasbourg Alsace,Moïse Sahi Dion,Centre-Forward,"1,75m",left,"Jun 30, 2026",€1.50m
383,Stade Brestois 29,Marco Bizot,Goalkeeper,"1,93m",right,"Jun 30, 2026",€3.50m
384,Stade Brestois 29,Grégoire Coudert,Goalkeeper,"1,92m",left,"Jun 30, 2027",€400k
385,Stade Brestois 29,Soumaïla Coulibaly,Centre-Back,"1,91m",left,"Jun 30, 2025",€9.00m
386,Stade Brestois 29,Brendan Chardonnet,Centre-Back,"1,81m",right,"Jun 30, 2027",€6.00m
387,Stade Brestois 29,Abdoulaye Ndiaye,Centre-Back,"1,95m",left,"Jun 30, 2025",€3.00m
388,Stade Brestois 29,Julien Le Cardinal,Centre-Back,"1,84m",right,"Jun 30, 2027",€1.50m
389,Stade Brestois 29,Bradley Locko,Left-Back,"1,80m",left,"Jun 30, 2027",€9.00m
390,Stade Brestois 29,Jordan Amavi,Left-Back,"1,76m",left,"Jun 30, 2025",€2.00m
391,Stade Brestois 29,Massadio Haidara,Left-Back,"1,79m",left,"Jun 30, 2025",€1.80m
392,Stade Brestois 29,Justin Bourgault,Left-Back,"1,85m",left,"Jun 30, 2029",€300k
393,Stade Brestois 29,Luck Zogbé,Right-Back,"1,78m",right,"Jun 30, 2027",€3.00m
394,Stade Brestois 29,Kenny Lala,Right-Back,"1,78m",right,"Jun 30, 2027",€2.50m
395,Stade Brestois 29,Pierre Lees-Melou,Defensive Midfield,"1,85m",right,"Jun 30, 2027",€7.00m
396,Stade Brestois 29,Edimilson Fernandes,Defensive Midfield,"1,87m",right,"Jun 30, 2025",€3.50m
397,Stade Brestois 29,Jonas Martin,Defensive Midfield,"1,84m",right,"Jun 30, 2025",€800k
398,Stade Brestois 29,Hamidou Makalou,Defensive Midfield,"1,64m",right,"Jun 30, 2029",€200k
399,Stade Brestois 29,Mahdi Camara,Central Midfield,"1,78m",right,"Jun 30, 2027",€10.00m
400,Stade Brestois 29,Hugo Magnetti,Central Midfield,"1,80m",right,"Jun 30, 2027",€7.00m
401,Stade Brestois 29,Romain Faivre,Right Midfield,"1,80m",left,"Jun 30, 2025",€7.00m
402,Stade Brestois 29,Kamory Doumbia,Attacking Midfield,"1,70m",right,"Jun 30, 2029",€5.00m
403,Stade Brestois 29,Abdallah Sima,Left Winger,"1,88m",right,"Jun 30, 2025",€10.00m
404,Stade Brestois 29,Ibrahim Salah,Left Winger,"1,86m",right,"Jun 30, 2025",€4.00m
405,Stade Brestois 29,Mathias Pereira Lage,Left Winger,"1,80m",right,"Jun 30, 2025",€2.00m
406,Stade Brestois 29,Romain Del Castillo,Right Winger,"1,72m",left,"Jun 30, 2027",€8.00m
407,Stade Brestois 29,Mama Baldé,Centre-Forward,"1,76m",right,"Jun 30, 2027",€4.50m
408,Stade Brestois 29,Ludovic Ajorque,Centre-Forward,"1,96m",left,"Jun 30, 2025",€4.00m
409,Stade Reims,Yehvann Diouf,Goalkeeper,"1,90m",right,"Jun 30, 2027",€9.00m
410,Stade Reims,Alexandre Olliero,Goalkeeper,"1,93m",right,"Jun 30, 2026",€300k
411,Stade Reims,Ludovic Butelle,Goalkeeper,"1,88m",left,"Jun 30, 2025",€100k
412,Stade Reims,Joseph Okumu,Centre-Back,"1,90m",right,"Jun 30, 2028",€7.00m
413,Stade Reims,Cédric Kipré,Centre-Back,"1,93m",right,"Jun 30, 2027",€3.00m
414,Stade Reims,Malcolm Jeng,Centre-Back,"1,90m",left,"Jun 30, 2029",€2.50m
415,Stade Reims,Abdoul Koné,Centre-Back,"1,92m",right,"Jun 30, 2027",€500k
416,Stade Reims,Sergio Akieme,Left-Back,"1,75m",left,"Jun 30, 2028",€7.00m
417,Stade Reims,Nhoa Sangui,Left-Back,"1,78m",left,"Jun 30, 2027",€2.50m
418,Stade Reims,Aurélio Buta,Right-Back,"1,72m",right,"Jun 30, 2025",€5.00m
419,Stade Reims,Hiroki Sekine,Right-Back,"1,87m",right,"Jun 30, 2029",€800k
420,Stade Reims,Gabriel Moscardo,Defensive Midfield,"1,85m",right,"Jun 30, 2025",€10.00m
421,Stade Reims,Mory Gbane,Defensive Midfield,"1,88m",right,"Jun 30, 2029",€4.00m
422,Stade Reims,Amadou Koné,Defensive Midfield,-,left,"Jun 30, 2028",€1.50m
423,Stade Reims,Valentin Atangana,Central Midfield,"1,76m",right,"Jun 30, 2027",€9.00m
424,Stade Reims,Yaya Fofana,Central Midfield,"1,80m",right,"Jun 30, 2029",€5.00m
425,Stade Reims,Teddy Teuma,Central Midfield,"1,76m",left,"Jun 30, 2027",€4.00m
426,Stade Reims,John Patrick,Central Midfield,"1,92m",right,"Jun 30, 2029",€1.00m
427,Stade Reims,Reda Khadra,Attacking Midfield,"1,75m",right,"Jun 30, 2027",€2.50m
428,Stade Reims,Keito Nakamura,Left Winger,"1,80m",right,"Jun 30, 2028",€10.00m
429,Stade Reims,Mohamed Daramy,Left Winger,"1,80m",right,"Jun 30, 2028",€5.00m
430,Stade Reims,Mamadou Diakhon,Left Winger,"1,80m",left,"Jun 30, 2026",€1.50m
431,Stade Reims,Junya Ito,Right Winger,"1,76m",right,"Jun 30, 2026",€8.00m
432,Stade Reims,Oumar Diakité,Centre-Forward,"1,85m",right,"Jun 30, 2028",€7.00m
433,Stade Reims,Jordan,Centre-Forward,"1,91m",right,"Jun 30, 2027",€3.00m
434,Stade Rennais FC,Brice Samba,Goalkeeper,"1,87m",left,"Jun 30, 2029",€15.00m
435,Stade Rennais FC,Doğan Alemdar,Goalkeeper,"1,92m",right,"Jun 30, 2027",€2.00m
436,Stade Rennais FC,Gauthier Gallon,Goalkeeper,"1,87m",right,"Jun 30, 2027",€1.00m
437,Stade Rennais FC,Steve Mandanda,Goalkeeper,"1,87m",right,"Jun 30, 2025",€700k
438,Stade Rennais FC,Geoffrey Lembet,Goalkeeper,"1,86m",left,"Jun 30, 2025",€150k
439,Stade Rennais FC,Lilian Brassier,Centre-Back,"1,86m",left,"Jun 30, 2025",€10.00m
440,Stade Rennais FC,Anthony Rouault,Centre-Back,"1,86m",right,"Jun 30, 2029",€10.00m
441,Stade Rennais FC,Alidu Seidu,Centre-Back,"1,73m",right,"Jun 30, 2029",€9.00m
442,Stade Rennais FC,Mikayil Faye,Centre-Back,"1,83m",left,"Jun 30, 2028",€8.00m
443,Stade Rennais FC,Christopher Wooh,Centre-Back,"1,91m",right,"Jun 30, 2026",€7.00m
444,Stade Rennais FC,Jérémy Jacquet,Centre-Back,"1,90m",right,"Jun 30, 2027",€5.00m
445,Stade Rennais FC,Adrien Truffert,Left-Back,"1,76m",left,"Jun 30, 2026",€15.00m
446,Stade Rennais FC,Mahamadou Nagida,Left-Back,"1,76m",left,"Jun 30, 2028",€1.00m
447,Stade Rennais FC,Lorenz Assignon,Right-Back,"1,81m",right,"Jun 30, 2028",€9.00m
448,Stade Rennais FC,Hans Hateboer,Right-Back,"1,87m",right,"Jun 30, 2026",€3.00m
449,Stade Rennais FC,Azor Matusiwa,Defensive Midfield,"1,73m",right,"Jun 30, 2028",€10.00m
450,Stade Rennais FC,Seko Fofana,Central Midfield,"1,85m",right,"Jun 30, 2029",€12.00m
451,Stade Rennais FC,Ismaël Koné,Central Midfield,"1,88m",right,"Jun 30, 2025",€10.00m
452,Stade Rennais FC,Jordan James,Central Midfield,"1,82m",right,"Jun 30, 2028",€8.00m
453,Stade Rennais FC,Naouirou Ahamada,Central Midfield,"1,83m",right,"Jun 30, 2025",€5.00m
454,Stade Rennais FC,Djaoui Cissé,Central Midfield,"1,88m",right,"Jun 30, 2029",€5.00m
455,Stade Rennais FC,Ayanda Sishuba,Attacking Midfield,"1,69m",right,"Jun 30, 2029",€2.00m
456,Stade Rennais FC,Kazeem Olaigbe,Left Winger,"1,78m",right,"Jun 30, 2029",€4.00m
457,Stade Rennais FC,Ludovic Blas,Right Winger,"1,80m",left,"Jun 30, 2027",€18.00m
458,Stade Rennais FC,Mousa Tamari,Right Winger,"1,78m",left,"Jun 30, 2028",€6.00m
459,Stade Rennais FC,Carlos Andrés Gómez,Right Winger,"1,71m",right,"Jun 30, 2029",€5.00m
460,Stade Rennais FC,Arnaud Kalimuendo,Centre-Forward,"1,75m",right,"Jun 30, 2027",€20.00m
461,Stade Rennais FC,Kyogo Furuhashi,Centre-Forward,"1,70m",right,"Jun 30, 2027",€12.00m
462,Stade Rennais FC,Mohamed Kader Meïté,Centre-Forward,-,right,"Jun 30, 2028",€600k
463,Stade Rennais FC,Wilson Samaké,Centre-Forward,"1,82m",right,"Jun 30, 2026",€150k
