,Name,Club,Age,Height,National,Positions,Total_Aerial,Won_Aerial,Lost_Aerial,Cross_Assists,Corner_Assists,Throughball_Assists,Freekick_Assists,Throwin_Assists,Other_Assists,Total_Assists,ShotsBlocked_Blocks,CrossesBlocked_Blocks,PassesBlocked_Blocks,Fouled_Cards,Fouls_Cards,CaughtOffside_Clearances,Unsuccessful_Dribbles,Successful_Dribbles,Total Dribbles_Dribbles,Fouled_Fouls,Fouls_Fouls,Total_Goals,OutOfBox_Goals,SixYardBox_Goals,PenaltyArea_Goals,Total_Interception,Total_Key passes,Long_Key passes,Short_Key passes,CaughtOffside_Offsides,Total_Passes,AccLB_Passes,InAccLB_Passes,AccSP_Passes,InAccSP_Passes,UnsuccessfulTouches_Possession loss,Dispossessed_Possession loss,Total_Saves,SixYardBox_Saves,PenaltyArea_Saves,OutOfBox_Saves,Total_Shots,SixYardBox_Shots,PenaltyArea_Shots,OutOfBox_Shots,TotalTackles_Tackles,DribbledPast_Tackles,TotalAttemptedTackles_Tackles,Player,Apps,Mins,Goals,Assists,Yel,Red,SpG,PS%,AerialsWon,MotM,Rating
58,Berat Djimsiti,Atalanta,32 years old (19-02-1993),190cm,Albania,Defender (Centre),4,2.6,1.5,-,-,-,-,-,0.1,0.1,0.6,0.1,0.4,0.1,-,3.5,0.1,-,0.1,0.6,0.6,-,-,-,-,1.2,0.3,-,0.3,-,49.3,1.7,1.7,41.8,4,0.3,-,-,-,-,-,0.6,-,-,0.6,1.5,0.3,1.8,Berat Djimsiti,29(2),2391,1,2,4,-,0.6,88.4,2.6,1,6.88
59,Emerson Royal,AC Milan,26 years old (14-01-1999),181cm,Brazil,"Defender (Centre, Left, Right), Midfielder (Right)",2.3,1.5,0.8,-,-,-,-,-,-,-,0.1,0.3,0.6,0.3,-,3,0.6,0.4,1.1,1.9,2,-,-,-,-,0.8,0.9,-,0.9,-,45.7,1.1,0.8,40.1,3.8,1.1,0.6,-,-,-,-,0.6,0.2,-,0.4,2.6,1.1,3.7,Emerson Royal,16(1),1382,-,-,5,-,0.6,90,1.5,1,6.88
60,Nicolás Valentini,Verona,24 years old (06-04-2001),184cm,Argentina,Defender (Centre),4.5,3.5,1,-,-,-,-,-,-,-,0.5,0.5,0.6,0.1,0.1,5.7,-,0.1,0.1,0.2,1.6,-,-,-,-,1,0.6,0.5,0.1,-,33.1,3.3,5.5,19.6,4.7,0.5,0.1,-,-,-,-,0.6,0.1,0.1,0.4,2.6,0.6,3.2,Nicolás Valentini,9(1),781,-,-,1,1,0.6,69.2,3.5,2,6.88
61,Juan Miranda,Bologna,25 years old (19-01-2000),185cm,Spain,Defender (Left),2.2,1.1,1.1,0.2,-,-,-,-,-,0.2,0.1,0.2,0.6,0.1,-,1.4,0.4,0.2,0.6,1,0.8,-,-,-,-,0.7,1.8,0.6,1.2,-,45.9,3,4.1,34.5,4.3,0.7,0.3,-,-,-,-,0.7,0.5,-,0.2,1.1,0.6,1.7,Juan Miranda,23(6),2122,-,6,4,-,0.7,81.6,1.1,1,6.88
62,David de Gea,Fiorentina,34 years old (07-11-1990),192cm,Spain,Goalkeeper,0.2,0.2,-,-,-,-,-,-,-,-,-,-,-,-,-,0.9,-,-,-,0.1,-,-,-,-,-,-,0.1,0.1,-,-,28.8,7.6,8.6,12.3,0.2,-,-,2.9,0.1,1.6,1.2,-,-,-,-,-,-,-,David de Gea,31,2790,-,1,1,-,-,69.4,0.2,2,6.88
63,Gabriel Strefezza,Como,28 years old (18-04-1997),168cm,Brazil,"Midfielder (Centre, Left, Right)",1,0.3,0.7,-,-,-,-,-,0.1,0.1,0.1,-,0.6,0.1,-,0.7,1.3,1,2.4,2,1.3,0.1,-,0.1,-,0.4,1.6,0.5,1.1,-,28.2,1,0.9,22,4.3,1.4,1.5,-,-,-,-,1.6,0.8,-,0.8,1.6,0.9,2.5,Gabriel Strefezza,29(4),2350,4,4,4,-,1.6,81.4,0.3,5,6.87
64,Manuel Locatelli,Juventus,27 years old (08-01-1998),185cm,Italy,Midfielder (Centre),1.7,1,0.7,-,-,-,-,-,0.1,0.1,0.5,0.2,1,0.2,-,1.8,0.4,0.2,0.6,0.6,1.3,-,-,-,-,0.7,0.7,0.1,0.7,-,67.4,4.9,2.3,55.1,5.1,0.6,0.3,-,-,-,-,0.7,0.5,-,0.2,2,0.6,2.6,Manuel Locatelli,30(2),2486,1,2,7,-,0.7,89.1,1,1,6.87
65,Randal Kolo Muani,Juventus,26 years old (05-12-1998),187cm,France,"Attacking Midfielder (Centre, Left, Right), Forward",2.2,0.7,1.5,-,-,-,-,-,0.1,0.1,-,-,0.4,-,-,0.2,1.8,1.1,2.8,1.3,1.8,0.5,-,0.5,-,0.1,1.2,-,1.2,0.3,12.9,0.2,-,9.3,3.5,2.3,0.8,-,-,-,-,1.6,0.1,-,1.5,0.7,0.1,0.8,Randal Kolo Muani,9(3),852,6,1,-,-,1.6,72.9,0.7,2,6.87
66,Filip Stankovic,Venezia,23 years old (25-02-2002),187cm,Serbia,Goalkeeper,0.3,0.3,-,-,-,-,-,-,-,-,-,-,-,0.1,-,1.3,-,-,-,0.1,-,-,-,-,-,-,-,-,-,-,28.8,4.9,8.3,15.1,0.4,-,-,3.8,0.2,2,1.6,-,-,-,-,-,-,-,Filip Stankovic,16,1368,-,-,1,-,-,69.6,0.3,1,6.86
67,Kialonda Gaspar,Lecce,27 years old (27-09-1997),193cm,,Defender (Centre),5.7,4,1.8,-,-,-,-,-,0.1,0.1,1.3,0.1,0.8,0.2,-,4.8,0.1,0.4,0.5,0.9,0.5,-,-,-,-,1.3,0.3,0.1,0.2,-,39.9,2.7,2.7,31.7,2.9,0.7,0.1,-,-,-,-,0.7,0.1,0.1,0.5,1.6,0.2,1.8,Kialonda Gaspar,20,1798,-,1,3,-,0.7,86.2,4,2,6.86
68,Charles De Ketelaere,Atalanta,24 years old (10-03-2001),192cm,Belgium,"Midfielder (Centre, Left, Right), Forward",2.2,1,1.1,-,-,-,-,-,0.1,0.2,0.1,-,0.3,-,-,0.3,1.4,1.3,2.7,1.1,0.6,0.2,0.1,0.1,-,0.1,1.1,0.1,1,0.1,24.9,0.7,0.5,19,4.8,1.5,1.4,-,-,-,-,1.3,0.1,0.1,1.1,0.4,0.3,0.7,Charles De Ketelaere,22(10),1842,5,5,1,-,1.3,79.1,1,2,6.86
69,Ionut Radu,Venezia,27 years old (28-05-1997),188cm,Romania,Goalkeeper,0.2,0.2,-,-,-,-,-,-,-,-,-,-,-,0.1,-,0.6,-,0.1,0.1,0.1,-,-,-,-,-,-,-,-,-,-,33.3,6,15.8,11.1,0.4,0.1,-,3.3,0.1,2.3,0.9,-,-,-,-,-,-,-,Ionut Radu,11,990,-,-,1,-,-,51.4,0.2,1,6.85
70,Nicola Leali,Genoa,32 years old (17-02-1993),195cm,Italy,Goalkeeper,0.4,0.4,-,-,-,-,-,-,-,-,-,-,-,-,-,1.1,-,-,-,0.2,-,-,-,-,-,-,-,-,-,-,28,6,9,12.9,0.1,-,-,2.8,0.2,1.6,1,-,-,-,-,-,-,-,Nicola Leali,27,2430,-,-,1,-,-,67.4,0.4,1,6.85
71,Nicolò Casale,Bologna,27 years old (14-02-1998),191cm,Italy,Defender (Centre),3,3,-,-,-,-,-,-,-,-,1.5,-,0.5,-,-,1,-,-,-,-,1,-,-,-,-,0.5,-,-,-,-,55,3,2,47,3,0.5,-,-,-,-,-,0.5,-,-,0.5,2.5,-,2.5,Nicolò Casale,2,136,-,-,-,-,0.5,90.9,3,-,6.85
72,Mile Svilar,Roma,25 years old (27-08-1999),189cm,Serbia,Goalkeeper,0.2,0.2,-,-,-,-,-,-,-,-,-,-,-,-,-,0.5,-,-,-,0.1,-,-,-,-,-,-,-,-,-,-,33.3,4.2,7.7,21.3,0.1,-,-,3.1,0.1,1.6,1.4,-,-,-,-,-,-,-,Mile Svilar,34,3060,-,-,1,-,-,76.7,0.2,3,6.85
73,Mërgim Vojvoda,Como,30 years old (01-02-1995),187cm,Kosovo,"Defender (Centre, Right), Midfielder (Left, Right)",1,0.6,0.4,0.1,-,-,-,-,0.1,0.3,0.6,0.1,0.3,0.3,-,1.4,0.4,0.3,0.7,0.1,1,0.1,-,0.1,-,0.3,0.7,-,0.7,0.1,37.4,1.4,2.3,29.7,4,0.3,0.3,-,-,-,-,0.4,0.1,-,0.3,0.9,-,0.9,Mërgim Vojvoda,5(2),454,1,2,2,-,0.4,83.2,0.6,-,6.85
74,Dan Ndoye,Bologna,24 years old (25-10-2000),184cm,Switzerland,"Midfielder (Left, Right)",1.1,0.5,0.6,-,-,-,-,-,0.1,0.1,-,-,0.7,0.1,-,0.1,2,1.3,3.3,3.3,0.8,0.3,0.1,0.2,-,0.3,0.9,-,0.8,0.3,21.5,0.8,0.6,16.2,4,2.5,1.6,-,-,-,-,1.7,0.4,0.2,1.2,0.8,0.4,1.1,Dan Ndoye,24(4),1971,8,3,3,-,1.7,78.6,0.5,6,6.85
75,Matteo Politano,Napoli,31 years old (03-08-1993),171cm,Italy,"Midfielder (Centre, Left, Right), Forward",0.7,0.2,0.5,0.1,-,-,-,-,-,0.1,-,0.2,0.5,0.1,-,1.2,1.2,0.9,2.1,0.9,0.4,0.1,-,0.1,-,0.3,1.5,0.5,0.9,0.2,26.7,1,1,20.4,4.3,1.2,0.6,-,-,-,-,1.5,0.7,0.1,0.7,0.8,0.8,1.5,Matteo Politano,30(3),2513,3,3,2,-,1.5,80,0.2,2,6.84
76,Cesare Casadei,Torino,22 years old (10-01-2003),186cm,Italy,Defensive Midfielder (C),6.2,4.1,2.1,-,-,-,-,-,0.1,0.1,0.2,0.1,0.1,-,-,1.7,0.2,0.5,0.7,0.7,1.1,0.1,0.1,-,-,0.5,0.5,-,0.5,-,28.9,0.8,0.4,22.2,5.5,1.2,0.7,-,-,-,-,0.9,0.1,0.3,0.5,0.9,0.4,1.3,Cesare Casadei,10(1),801,1,1,-,-,0.9,79.6,4.1,1,6.84
77,Romelu Lukaku,Napoli,31 years old (13-05-1993),191cm,Belgium,"Attacking Midfielder (Right), Forward",2.6,1.1,1.4,-,-,0.1,-,-,0.2,0.3,0.1,-,0.2,0.1,-,0.4,0.6,0.1,0.7,1.1,1.3,0.4,0.1,0.3,-,-,1,-,1,0.6,14.2,0.2,0.2,9.9,3.9,1.6,1.5,-,-,-,-,1.8,0.2,0.3,1.3,0.1,0.1,0.2,Romelu Lukaku,31(1),2538,12,10,3,-,1.8,71.3,1.1,1,6.84
78,Guillermo Maripán,Torino,30 years old (06-05-1994),190cm,Chile,Defender (Centre),4.2,2.4,1.8,-,-,-,-,-,-,-,0.5,0.2,0.5,0.1,-,4.9,0.3,0.1,0.3,0.3,1,-,-,-,-,1.5,0.2,0.1,0.1,-,46.2,2.8,2.5,37.5,3.4,0.7,0.1,-,-,-,-,0.4,-,-,0.3,1.5,0.4,1.9,Guillermo Maripán,23(1),1981,1,1,3,1,0.4,87.3,2.4,-,6.83
79,Christian Kouamé,Empoli,27 years old (06-12-1997),188cm,Ivory Coast,"Attacking Midfielder (Left, Right), Forward",9.1,6,3.1,-,-,-,-,-,-,-,0.3,-,0.3,-,-,0.5,1,0.6,1.6,1.9,0.9,0.1,0.1,-,-,-,1,-,1,0.3,18.3,0.5,0.1,10.4,7.3,1.6,0.9,-,-,-,-,2,0.6,0.5,0.9,0.6,0.3,0.9,Christian Kouamé,5(3),508,1,-,-,-,2,59.6,6,1,6.83
80,Eljif Elmas,Torino,25 years old (24-09-1999),184cm,Macedonia,"Midfielder (Centre, Left, Right), Forward",0.4,0.1,0.3,-,-,-,-,-,-,-,0.2,-,0.4,-,-,0.5,1.9,0.8,2.7,1.1,1.2,0.4,-,0.4,-,0.5,0.7,-,0.7,0.2,20.3,0.4,0.3,16.6,3,1.3,0.6,-,-,-,-,1.4,0.6,-,0.8,0.7,0.3,1,Eljif Elmas,9(1),764,4,-,-,-,1.4,83.7,0.1,-,6.83
81,Marco Carnesecchi,Atalanta,24 years old (01-07-2000),191cm,Italy,Goalkeeper,0.2,0.2,-,-,-,-,-,-,-,-,-,-,-,-,-,1.1,-,-,-,0.1,-,-,-,-,-,-,-,-,-,-,26.7,4.8,7.9,14,0.1,-,-,2.6,0.1,1.5,0.9,-,-,-,-,-,-,-,Marco Carnesecchi,31,2790,-,-,1,-,-,70.3,0.2,3,6.83
82,Mattia Perin,Juventus,32 years old (10-11-1992),188cm,Italy,Goalkeeper,0.2,0.2,-,-,-,-,-,-,-,-,-,-,-,-,-,0.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30.4,3.2,7.2,19.8,0.2,-,-,2.6,-,1.2,1.4,-,-,-,-,-,-,-,Mattia Perin,5,450,-,-,-,-,-,75.7,0.2,-,6.83
83,Alessio Zerbin,Venezia,26 years old (03-03-1999),182cm,Italy,"Midfielder (Left, Right)",0.9,0.3,0.6,-,-,-,-,-,-,-,0.2,0.1,1.6,0.2,-,1.5,2.7,1.3,4,2.1,1.9,0.1,-,0.1,-,0.9,1.4,0.4,1,0.2,23,0.6,1.6,14.9,5.9,1.9,1.2,-,-,-,-,1,0.1,-,0.9,3.2,1.4,4.6,Alessio Zerbin,13(1),1167,1,-,3,-,1,67.7,0.3,3,6.83
84,Raoul Bellanova,Atalanta,24 years old (17-05-2000),188cm,Italy,Midfielder (Right),1.5,0.8,0.7,0.1,-,-,-,-,0.2,0.3,0.1,0.3,0.3,0.1,-,1.1,0.9,0.7,1.5,1.1,0.5,-,-,-,-,0.6,1,0.3,0.7,-,27.9,0.8,1,22.8,3.3,0.9,0.3,-,-,-,-,0.5,0.1,-,0.4,0.8,0.3,1,Raoul Bellanova,24(6),2130,-,8,3,-,0.5,84.5,0.8,-,6.83
85,Angeliño,Roma,28 years old (04-01-1997),175cm,Spain,"Defender (Centre, Left), Midfielder (Left)",1.6,0.9,0.8,-,-,-,-,-,-,-,0.3,0.3,0.7,-,-,2.3,0.4,0.3,0.7,0.8,0.9,0.1,-,0.1,-,0.8,1.3,0.5,0.8,0.1,42.9,2.5,2.9,32.6,5,0.7,0.3,-,-,-,-,0.6,0.2,-,0.4,1.3,0.5,1.8,Angeliño,32(2),2819,2,1,1,-,0.6,81.8,0.9,3,6.82
86,Aarón Martín,Genoa,28 years old (22-04-1997),180cm,Spain,"Defender (Left), Midfielder (Left)",1.6,0.6,1,0.1,0.1,-,0.1,-,-,0.1,0.3,0.3,0.7,0.2,-,1.8,0.4,0.4,0.8,0.8,1,-,-,-,-,0.6,1.8,0.8,1,0.1,33.1,2.1,2.7,24.8,3.6,0.7,0.5,-,-,-,-,0.5,0.3,-,0.1,2.1,0.5,2.6,Aarón Martín,32,2788,-,4,5,-,0.5,81,0.6,1,6.82
87,Elia Caprile,Cagliari,23 years old (25-08-2001),191cm,Italy,Goalkeeper,0.3,0.3,-,-,-,-,-,-,-,-,-,-,-,-,-,0.7,-,-,-,0.4,-,-,-,-,-,-,-,-,-,-,33.6,9,12,12.5,0.1,-,-,2.7,0.1,1.7,0.9,-,-,-,-,-,0.1,0.1,Elia Caprile,15,1350,-,-,-,-,-,63.9,0.3,2,6.82
88,Diego Coppola,Verona,21 years old (28-12-2003),192cm,Italy,Defender (Centre),6,3.8,2.2,-,-,-,-,-,-,-,0.8,-,0.5,0.3,-,5.2,0.1,-,0.1,-,1.4,-,-,-,-,2.1,0.1,-,0.1,-,34.3,1.6,2.5,26.5,3.7,0.3,0.2,-,-,-,-,0.2,-,-,0.2,2.1,0.4,2.4,Diego Coppola,30(1),2657,1,-,10,-,0.2,81.8,3.8,3,6.82
89,Khéphren Thuram,Juventus,24 years old (26-03-2001),192cm,France,"Defensive Midfielder (C), Midfielder (Left)",1.6,0.8,0.8,-,-,0.1,-,-,0.1,0.2,0.3,0.1,0.7,0.1,-,1,0.8,1.1,1.9,0.6,0.9,0.1,-,0.1,-,0.3,0.8,0.1,0.7,-,39.2,1.2,0.7,34.1,3.3,0.8,0.6,-,-,-,-,1,0.6,0.1,0.4,1.2,0.4,1.6,Khéphren Thuram,23(9),2058,3,5,4,-,1,89.8,0.8,3,6.82
91,Johan Vásquez,Genoa,26 years old (22-10-1998),184cm,Mexico,"Defender (Centre, Left)",4.7,2.6,2.1,-,-,-,-,-,-,-,0.8,0.2,0.8,0.2,-,4.2,0.1,0.2,0.2,0.8,0.9,0.1,-,0.1,-,1.3,0.2,0.1,0.2,-,49.5,2.5,3.7,39.8,3.6,0.7,0.2,-,-,-,-,1,0.2,-,0.8,1.5,0.5,2,Johan Vásquez,31(2),2827,2,-,8,-,1,85.3,2.6,2,6.82
92,Nicolás González,Juventus,27 years old (06-04-1998),180cm,Argentina,"Midfielder (Centre, Left, Right), Forward",4.3,2.4,1.9,-,-,-,-,-,0.1,0.1,0.2,-,0.5,-,-,1.1,1.5,0.7,2.2,1.5,1.1,0.1,-,-,-,0.3,0.8,0.1,0.7,0.2,22.5,0.6,0.5,16.7,4.8,1.5,0.6,-,-,-,-,1.7,0.5,0.2,1,1,0.6,1.6,Nicolás González,19(3),1471,2,2,1,-,1.7,76.6,2.4,-,6.81
93,Mario Gila,Lazio,24 years old (29-08-2000),185cm,Spain,Defender (Centre),4.3,2.3,2.1,-,-,-,-,-,-,-,0.5,0.1,0.2,0.2,-,3.6,0.3,0.1,0.5,1,0.9,-,-,-,-,0.9,0.4,-,0.4,-,65,3.6,1.8,56.1,3.5,0.5,0.3,-,-,-,-,0.4,0.1,-,0.3,1.8,0.5,2.4,Mario Gila,28,2453,1,-,6,-,0.4,91.9,2.3,1,6.81
94,Nicolò Rovella,Lazio,23 years old (04-12-2001),179cm,Italy,Defensive Midfielder (C),1,0.3,0.7,-,-,0.1,-,-,-,0.1,0.1,0.1,0.5,0.4,-,1.3,0.2,0.6,0.8,0.8,1.3,-,-,-,-,1.5,1,0.2,0.8,0.1,62.1,3,2,53.6,3.4,0.7,0.4,-,-,-,-,0.9,0.7,-,0.2,2.6,1.1,3.7,Nicolò Rovella,27(2),2419,-,3,13,-,0.9,91.2,0.3,1,6.8
95,Henrikh Mkhitaryan,Inter,36 years old (21-01-1989),177cm,Armenia,"Midfielder (Centre, Left, Right), Forward",1.2,0.7,0.4,-,-,-,-,-,0.1,0.1,0.2,0.2,0.8,0.1,-,1.1,0.6,0.2,0.9,0.8,1,-,-,-,-,0.6,1,0.1,0.9,0.2,47.4,1.9,0.4,40.1,5,0.8,0.5,-,-,-,-,0.8,0.5,-,0.3,1.3,0.8,2.1,Henrikh Mkhitaryan,29(1),2298,1,4,4,-,0.8,88.7,0.7,1,6.8
96,Mathías Olivera,Napoli,27 years old (31-10-1997),185cm,Uruguay,"Defender (Centre, Left), Midfielder (Left)",2.2,1.2,1,-,-,-,-,-,0.1,0.1,0.3,0.3,0.8,0.1,-,1.9,0.4,0.2,0.6,0.6,1,-,-,-,-,1,0.9,0.1,0.7,0.1,38,1.2,1.5,30.6,4.8,0.9,0.5,-,-,-,-,0.5,0.2,-,0.3,2.1,0.6,2.7,Mathías Olivera,22(6),2014,-,2,4,-,0.5,83.6,1.2,1,6.8
97,Nikola Krstovic,Lecce,25 years old (05-04-2000),185cm,Montenegro,"Attacking Midfielder (Left), Forward",6,2.5,3.5,-,-,-,-,-,0.1,0.1,0.2,-,0.1,0.2,-,0.7,1.3,0.5,1.8,1.4,1.5,0.3,-,0.2,0.1,0.2,0.8,0.1,0.8,0.5,17.4,0.7,0.5,11.1,5.1,2.3,1.1,-,-,-,-,3.9,1.5,0.2,2.2,0.5,0.2,0.8,Nikola Krstovic,33,2743,10,3,5,-,3.9,67.7,2.5,2,6.8
98,Charalampos Lykogiannis,Bologna,31 years old (22-10-1993),190cm,Greece,"Defender (Centre, Left), Midfielder (Left)",2.1,1.3,0.9,0.3,-,-,-,-,-,0.3,0.3,0.4,0.1,0.1,-,1.9,0.3,0.2,0.5,0.5,0.5,-,-,-,-,0.6,1.1,0.9,0.3,0.1,31.6,1.8,2.5,23.4,4,0.4,0.2,-,-,-,-,0.3,0.3,-,-,1.1,0.4,1.6,Charalampos Lykogiannis,10(4),863,-,4,2,-,0.3,79.5,1.3,1,6.8
99,Sam Beukema,Bologna,26 years old (17-11-1998),188cm,Netherlands,Defender (Centre),5,2.8,2.2,-,-,-,-,-,-,-,0.5,0.2,0.5,-,-,3.1,-,-,0.1,1.1,0.8,-,-,-,-,0.8,0.3,0.1,0.2,-,59.7,3.2,3.8,48.6,4.1,0.3,0.2,-,-,-,-,0.4,-,0.2,0.2,1.6,0.6,2.2,Sam Beukema,31(2),2831,-,1,1,-,0.4,86.7,2.8,-,6.8
100,Morten Frendrup,Genoa,24 years old (07-04-2001),178cm,Denmark,"Defender (Right), Defensive Midfielder (C)",2.1,0.9,1.2,-,-,-,-,-,-,-,0.5,0.3,1.3,0.2,-,1.4,0.4,0.3,0.8,1,1.5,0.1,-,0.1,-,1.4,0.4,-,0.3,-,35.2,1,0.9,29.1,4.2,1.2,0.8,-,-,-,-,0.8,0.5,-,0.3,3.1,1.2,4.3,Morten Frendrup,32,2837,2,-,5,-,0.8,85.5,0.9,3,6.79
101,Stefan de Vrij,Inter,33 years old (05-02-1992),190cm,Netherlands,Defender (Centre),3.9,2.4,1.5,-,-,-,-,-,-,-,0.4,-,0.3,-,-,2.9,0.2,0.1,0.3,0.1,0.2,0.1,-,-,-,0.9,-,-,-,-,51,1.3,1.2,46.2,2.3,0.1,-,-,-,-,-,0.5,-,0.1,0.4,0.7,0.1,0.8,Stefan de Vrij,15(8),1453,2,-,1,-,0.5,93.1,2.4,1,6.78
102,Federico Gatti,Juventus,26 years old (24-06-1998),190cm,Italy,Defender (Centre),2.3,1.3,1,-,-,-,-,-,-,-,0.6,-,0.3,0.1,-,2.6,0.2,0.3,0.5,0.7,0.7,-,-,-,-,0.6,0.3,-,0.2,-,51.9,0.8,0.8,48.6,1.7,0.4,0.3,-,-,-,-,0.9,0.2,-,0.6,1,0.4,1.4,Federico Gatti,26(2),2188,1,-,2,-,0.9,95.2,1.3,2,6.78
103,Yerry Mina,Cagliari,30 years old (23-09-1994),195cm,Colombia,Defender (Centre),5,3.3,1.8,-,-,-,-,-,-,-,1.1,0.2,0.8,0.1,-,5.1,0.1,0.1,0.2,1.7,1.3,-,-,-,-,1.1,0.1,-,0.1,0.1,45.6,1.9,2.7,37.2,3.9,0.7,0.4,-,-,-,-,0.8,-,0.1,0.7,2,0.4,2.4,Yerry Mina,29,2397,-,-,4,1,0.8,85.6,3.3,-,6.77
104,Leandro Paredes,Roma,30 years old (29-06-1994),180cm,Argentina,Defensive Midfielder (C),0.6,0.4,0.2,0.1,0.1,-,-,-,-,0.1,0.2,0.1,0.5,0.2,-,1.4,-,0.2,0.2,0.7,0.7,0.1,-,0.1,-,1,1,0.4,0.6,-,53,3.3,1.9,45.1,2.8,0.3,0.1,-,-,-,-,1,0.8,-,0.2,1.3,0.7,2,Leandro Paredes,13(7),1205,1,1,4,-,1,91.2,0.4,-,6.77
105,Luca Ranieri,Fiorentina,26 years old (23-04-1999),187cm,Italy,"Defender (Centre, Left), Midfielder (Left)",3,1.3,1.6,-,-,-,-,-,0.1,0.1,0.9,0.1,0.4,0.2,-,4.2,0.3,0.3,0.5,0.6,0.7,-,-,-,-,0.8,0.4,0.2,0.2,-,48.3,3.6,4.1,38.3,2.4,0.3,0.1,-,-,-,-,0.3,0.1,-,0.2,1.1,0.1,1.2,Luca Ranieri,32(1),2807,1,2,5,-,0.3,86.7,1.3,1,6.77
106,Marc Kempf,Como,30 years old (28-01-1995),186cm,Germany,Defender (Centre),4.7,3.3,1.4,-,-,-,-,-,-,-,0.8,0.1,0.3,0.1,-,4.1,-,0.1,0.2,0.6,0.7,-,-,-,-,1.1,0.4,0.1,0.3,-,53.4,2.4,3,44.5,3.5,0.4,0.1,-,-,-,-,0.5,-,0.1,0.4,1,0.4,1.4,Marc Kempf,27(1),2349,-,-,3,1,0.5,87.8,3.3,1,6.76
108,Davide Zappacosta,Atalanta,32 years old (11-06-1992),182cm,Italy,"Defender (Left, Right), Midfielder (Left, Right)",0.8,0.4,0.4,0.1,-,-,-,-,-,0.1,0.2,0.3,0.7,0.1,-,0.7,1,0.4,1.5,0.5,0.6,0.1,-,-,0.1,0.4,0.9,0.3,0.6,0.2,29.9,0.6,1.1,25.2,3,1,0.6,-,-,-,-,1.3,0.7,-,0.6,1,0.7,1.6,Davide Zappacosta,24(3),1883,4,2,3,-,1.3,86.5,0.4,1,6.76
109,Adam Masina,Torino,31 years old (02-01-1994),189cm,Morocco,"Defender (Centre, Left), Midfielder (Left)",3.6,2.7,1,-,-,-,-,-,0.1,0.1,0.6,0.2,0.4,0.2,-,3.3,0.2,0.2,0.4,0.6,0.8,-,-,-,-,1,0.2,-,0.1,0.1,43.9,2.3,2.7,35.1,3.8,0.3,0.3,-,-,-,-,0.3,0.1,0.1,0.1,1.3,0.6,2,Adam Masina,17(7),1667,1,2,5,-,0.3,85.2,2.7,1,6.75
110,Pablo Marí,Fiorentina,31 years old (31-08-1993),193cm,Spain,Defender (Centre),3.2,2.1,1.1,-,-,-,-,-,-,-,1.1,0.1,0.2,0.1,0.1,4.4,-,0.3,0.3,0.3,1.4,-,-,-,-,1.9,0.2,0.1,0.1,-,58.2,3.5,3.5,48.8,2.4,0.2,0.3,-,-,-,-,0.1,-,-,0.1,1.4,0.5,1.9,Pablo Marí,19,1630,-,-,2,1,0.1,90,2.1,-,6.75
111,Sead Kolasinac,Atalanta,31 years old (20-06-1993),183cm,Bosnia-Herzegovina,"Defender (Centre, Left), Defensive Midfielder (C), Midfielder (Left)",2.7,1.5,1.2,-,-,-,-,-,0.1,0.1,0.3,-,0.4,0.3,-,2.3,0.5,0.1,0.7,0.9,1.7,-,-,-,-,1.1,0.7,-,0.7,0.1,54,1,1.5,46.5,4.9,0.7,0.7,-,-,-,-,0.4,0.1,0.1,0.3,1.8,0.6,2.4,Sead Kolasinac,23,1910,-,2,7,-,0.4,88.1,1.5,-,6.75
112,Yann Sommer,Inter,36 years old (17-12-1988),183cm,Switzerland,Goalkeeper,0.1,0.1,-,-,-,-,-,-,-,-,-,-,-,-,-,0.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,35.5,4.9,4.6,25.7,0.2,-,-,2.5,0.1,1.5,1,-,-,-,-,-,-,-,Yann Sommer,31,2790,-,-,-,-,-,86.4,0.1,1,6.75
113,Fali Candé,Venezia,27 years old (24-01-1998),184cm,Guinea-Bissau,"Defender (Centre, Left), Midfielder (Left)",4.9,2.8,2.1,-,-,-,-,-,0.1,0.1,0.8,0.2,0.4,0.3,-,4.8,0.1,0.5,0.6,1.5,1.6,-,-,-,-,0.8,0.2,0.1,0.1,-,51.3,2.6,5.4,39.7,3.6,0.3,0.5,-,-,-,-,0.2,-,0.1,0.2,1.5,0.5,2,Fali Candé,13,1170,-,1,4,-,0.2,82.5,2.8,1,6.75
114,Josep Martínez,Inter,26 years old (27-05-1998),191cm,Spain,Goalkeeper,0.3,0.3,-,-,-,-,-,-,-,-,-,-,-,-,-,0.3,-,-,-,0.3,-,-,-,-,-,-,0.3,0.3,-,-,40,6.3,7.3,26,0.3,-,-,2.3,0.3,1.7,0.3,-,-,-,-,-,-,-,Josep Martínez,3,270,-,-,-,-,-,80.8,0.3,-,6.75
115,Emil Holm,Bologna,24 years old (13-05-2000),191cm,Sweden,"Defender (Right), Midfielder (Right)",2.7,1.6,1.1,-,-,0.1,-,-,-,0.1,0.2,0.2,0.8,0.2,-,2.5,0.7,0.5,1.2,1.3,0.7,0.1,-,0.1,-,0.5,0.5,0.1,0.4,0.1,28.3,1.9,2.1,20.7,3.6,1.3,0.6,-,-,-,-,0.5,0.2,-,0.4,1.8,0.5,2.3,Emil Holm,11(8),1078,1,1,3,-,0.5,79.7,1.6,1,6.75
