,Name,Club,Age,Height,National,Positions,Total_Aerial,Won_Aerial,Lost_Aerial,Cross_Assists,Corner_Assists,Throughball_Assists,Freekick_Assists,Throwin_Assists,Other_Assists,Total_Assists,ShotsBlocked_Blocks,CrossesBlocked_Blocks,PassesBlocked_Blocks,Fouled_Cards,Fouls_Cards,CaughtOffside_Clearances,Unsuccessful_Dribbles,Successful_Dribbles,Total Dribbles_Dribbles,Fouled_Fouls,Fouls_Fouls,Total_Goals,OutOfBox_Goals,SixYardBox_Goals,PenaltyArea_Goals,Total_Interception,Total_Key passes,Long_Key passes,Short_Key passes,CaughtOffside_Offsides,Total_Passes,AccLB_Passes,InAccLB_Passes,AccSP_Passes,InAccSP_Passes,UnsuccessfulTouches_Possession loss,Dispossessed_Possession loss,Total_Saves,SixYardBox_Saves,PenaltyArea_Saves,OutOfBox_Saves,Total_Shots,SixYardBox_Shots,PenaltyArea_Shots,OutOfBox_Shots,TotalTackles_Tackles,DribbledPast_Tackles,TotalAttemptedTackles_Tackles,Player,Apps,Mins,Goals,Assists,Yel,Red,SpG,PS%,AerialsWon,MotM,Rating
276,Nikola Maksimovic,Montpellier,33 years old (25-11-1991),193cm,Serbia,"Defender (Centre, Right), Midfielder (Right)",3,1.1,1.9,-,-,-,-,-,-,-,0.6,-,0.1,0.3,-,4.3,-,0.3,0.3,0.7,0.4,-,-,-,-,0.9,0.3,-,0.3,-,44,2.3,1.7,38.7,1.3,0.9,0.1,-,-,-,-,0.1,-,-,0.1,1.3,0.1,1.4,Nikola Maksimovic,7,583,-,-,2,-,0.1,93.2,1.1,-,6.49
277,Soumaïla Coulibaly,Brest,21 years old (14-10-2003),191cm,France,Defender (Centre),2.1,1.1,1,-,-,-,-,-,-,-,0.3,-,0.7,0.1,-,3.7,0.3,-,0.3,0.1,1.7,-,-,-,-,0.7,0.1,-,0.1,-,45.3,4.6,2.9,35.6,2.3,0.4,-,-,-,-,-,0.6,-,-,0.6,0.6,-,0.6,Soumaïla Coulibaly,5(2),438,-,-,1,-,0.6,88.6,1.1,-,6.49
279,Enzo Tchato,Montpellier,22 years old (23-11-2002),182cm,Cameroon,"Defender (Right), Midfielder (Right)",1.3,0.8,0.5,-,-,-,-,-,-,-,0.4,0.3,0.8,0.1,-,2,0.3,0.3,0.5,0.6,0.8,-,-,-,-,0.9,0.6,0.1,0.5,0.1,29.2,1.1,1.5,22.3,4.3,0.7,0.1,-,-,-,-,0.1,0.1,-,-,1.9,0.7,2.6,Enzo Tchato,18(6),1765,-,-,3,-,0.1,80,0.8,-,6.48
280,Andy Diouf,Lens,21 years old (17-05-2003),187cm,France,Midfielder (Centre),1.5,0.6,0.9,-,-,-,-,-,-,-,-,-,0.7,0.1,-,0.5,1.2,1.3,2.5,0.6,1.2,-,-,-,-,0.4,0.9,-,0.9,0.1,29.9,0.3,0.5,24.1,5.1,2.1,1,-,-,-,-,1.1,0.6,-,0.5,1.2,0.7,1.8,Andy Diouf,24(7),1996,1,1,2,-,1.1,81.6,0.6,1,6.48
281,Mahamadou Nagida,Rennes,19 years old (28-06-2005),176cm,Cameroon,Midfielder (Left),1.3,0.4,0.9,-,-,-,-,-,-,-,-,-,0.2,0.1,-,0.5,0.7,0.4,1.1,0.9,0.4,0.2,0.2,-,-,0.7,0.2,0.1,0.2,-,12.9,0.5,0.1,10.7,1.7,0.8,0.5,-,-,-,-,0.5,0.2,0.2,0.1,0.6,0.1,0.7,Mahamadou Nagida,4(9),431,2,-,1,-,0.5,86.3,0.4,-,6.47
282,Yassine Kechta,Le Havre,23 years old (25-02-2002),174cm,Morocco,Midfielder (Centre),1.3,0.4,1,-,-,-,-,-,-,-,0.1,-,0.8,0.1,-,0.9,0.6,0.4,1,1,1.3,0.1,-,-,-,0.7,0.5,0.1,0.5,0.1,22.5,1,0.5,17.5,3.5,1.2,0.9,-,-,-,-,1,0.7,-,0.2,1.8,1.3,3.1,Yassine Kechta,22(6),1863,2,-,4,-,1,82.4,0.4,-,6.47
283,Benjamin Lecomte,Montpellier,34 years old (26-04-1991),186cm,France,Goalkeeper,0.1,0.1,-,-,-,-,-,-,-,-,-,-,-,-,-,0.7,-,-,-,0.1,-,-,-,-,-,-,0.1,0.1,-,-,30.5,8.3,10.9,11.1,0.2,-,-,3.6,0.3,2.1,1.2,-,-,-,-,-,-,-,Benjamin Lecomte,28,2520,-,-,-,-,-,63.6,0.1,1,6.47
284,M'Bala Nzola,Lens,28 years old (18-08-1996),185cm,Angola,Forward,3.7,1.8,1.9,-,-,-,-,-,-,-,-,-,0.4,0.1,-,0.3,1.1,0.7,1.8,0.6,1.4,0.3,-,0.2,-,0.2,1,-,1,1.1,14.2,0.3,0.1,10.5,3.4,3,2.2,-,-,-,-,2.2,0.2,0.2,1.8,0.2,0.3,0.5,M'Bala Nzola,16(5),1466,6,1,3,1,2.2,75.6,1.8,-,6.47
285,Angelo Fulgini,Lens,28 years old (20-08-1996),183cm,France,"Attacking Midfielder (Centre, Left, Right), Forward",1,0.4,0.7,-,-,-,-,-,-,-,-,-,0.4,0.2,-,0.1,1.2,0.5,1.7,1.1,0.7,-,-,-,-,0.1,1.2,0.2,1,0.1,25.8,0.9,0.9,20.2,3.8,1.2,1,-,-,-,-,1.1,0.5,-,0.6,0.6,0.4,1,Angelo Fulgini,11(12),1044,1,1,4,-,1.1,81.8,0.4,-,6.46
286,Oumar Diakité,Reims,21 years old (20-12-2003),182cm,Ivory Coast,Forward,3.5,1,2.4,-,-,-,-,-,-,-,0.1,-,0.4,0.3,-,0.4,1.5,0.8,2.4,1,1.1,0.2,0.1,0.1,-,0.1,0.5,-,0.4,0.5,14.1,0.1,0.1,11.6,2.3,2.6,1.6,-,-,-,-,1.1,-,0.2,0.9,0.8,0.4,1.3,Oumar Diakité,20(4),1614,4,1,6,-,1.1,83.4,1,-,6.46
287,Ismaël Koné,Rennes,22 years old (16-06-2002),188cm,Canada,Midfielder (Centre),0.2,0.2,-,-,-,-,-,-,0.1,0.1,0.1,-,0.5,-,-,0.4,0.3,0.4,0.7,0.6,0.5,0.1,-,-,0.1,0.3,0.3,-,0.3,-,13.7,1.4,0.3,10.4,1.6,0.4,0.3,-,-,-,-,0.4,0.3,-,0.1,0.6,0.1,0.7,Ismaël Koné,2(8),296,1,1,-,-,0.4,86.1,0.2,-,6.46
288,Jean-Charles Castelletto,Nantes,30 years old (26-01-1995),186cm,Cameroon,"Defender (Centre, Right)",2.9,1.9,1,-,-,-,-,-,-,-,0.6,0.1,0.3,0.2,-,4.9,-,0.1,0.1,0.4,1.2,-,-,-,-,0.9,0.1,-,0.1,-,43.9,1.6,2,37.5,2.8,0.6,0.1,-,-,-,-,0.5,0.1,0.1,0.4,1.1,0.3,1.4,Jean-Charles Castelletto,27,2353,-,-,5,1,0.5,89,1.9,1,6.46
289,Lasso Coulibaly,Auxerre,22 years old (19-10-2002),186cm,Ivory Coast,Midfielder,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,0.5,0.5,1,0.5,-,0.5,-,0.5,-,-,-,-,-,-,4.5,-,-,4.5,-,0.5,-,-,-,-,-,1,-,-,1,-,-,-,Lasso Coulibaly,0(2),36,1,-,-,-,1,100,-,-,6.45
290,Angel Gomes,Lille,24 years old (31-08-2000),168cm,England,"Midfielder (Centre, Left), Forward",0.9,0.4,0.4,-,-,-,-,-,0.1,0.1,-,-,-,0.1,-,0.1,0.4,0.4,0.7,0.8,0.3,0.1,-,0.1,-,-,1,0.1,0.9,-,25.1,0.8,0.6,19.9,3.9,0.8,0.2,-,-,-,-,0.6,0.4,-,0.2,0.7,0.7,1.4,Angel Gomes,10(4),740,1,1,1,-,0.6,82.3,0.4,-,6.45
291,Ümit Akdag,Toulouse,21 years old (06-10-2003),192cm,Turkey,Defender (Centre),3.7,2.6,1.1,-,-,-,-,-,-,-,1.1,-,0.3,0.3,-,2.4,-,0.1,0.1,0.1,1.1,-,-,-,-,1.6,0.3,0.1,0.1,-,45.7,1,3.3,35.6,5.9,0.1,-,-,-,-,-,0.3,0.1,-,0.1,1.1,1,2.1,Ümit Akdag,6(1),496,-,-,2,-,0.3,80,2.6,-,6.45
292,André Gomes,Lille,31 years old (30-07-1993),188cm,Portugal,"Midfielder (Centre, Left, Right)",0.8,0.5,0.4,-,-,-,-,-,-,-,0.1,-,0.3,0.2,-,0.6,0.7,0.5,1.2,0.6,1.2,-,-,-,-,0.3,0.5,0.1,0.5,-,47.4,1.9,1.1,41,3.5,1.3,1,-,-,-,-,0.6,0.5,-,0.1,1.4,1,2.4,André Gomes,16(4),1283,-,-,3,-,0.6,90.4,0.5,-,6.45
293,Neal Maupay,Marseille,28 years old (14-08-1996),173cm,France,"Attacking Midfielder (Centre), Forward",0.9,0.3,0.6,-,-,-,-,-,0.1,0.2,-,-,0.2,-,-,-,0.4,0.3,0.7,0.8,0.5,0.2,0.1,0.1,-,0.1,0.6,-,0.6,0.1,13.7,0.4,-,11,2.1,1.6,0.9,-,-,-,-,0.9,-,0.1,0.8,0.4,0.1,0.6,Neal Maupay,13(8),1038,4,4,1,1,0.9,84,0.3,-,6.45
294,Derek Cornelius,Marseille,27 years old (25-11-1997),188cm,Canada,Defender (Centre),2.3,1.6,0.8,-,-,-,-,-,-,-,0.4,0.1,0.3,0.3,0.1,2.3,0.1,-,0.1,0.7,1.3,-,-,-,-,0.7,0.2,-,0.2,-,64.7,1.1,1.4,59.6,2.7,0.4,0.1,-,-,-,-,0.4,0.1,0.1,0.3,1.2,0.3,1.4,Derek Cornelius,16(4),1334,-,-,5,2,0.4,93.7,1.6,-,6.45
295,Rafik Messali,Toulouse,22 years old (28-04-2003),177cm,,Midfielder (Right),0.9,0.5,0.4,-,-,-,-,-,0.1,0.1,0.1,0.1,0.6,-,-,0.8,0.5,0.2,0.6,0.6,0.8,-,-,-,-,0.8,0.7,0.2,0.5,0.1,15.5,0.5,0.8,11,3.1,1.1,1.1,-,-,-,-,0.4,0.1,0.1,0.2,1.4,0.1,1.5,Rafik Messali,5(6),419,-,1,-,-,0.4,74.7,0.5,-,6.44
296,Loïc Nego,Le Havre,34 years old (15-01-1991),181cm,Hungary,"Defender (Right), Midfielder (Centre, Right)",1.1,0.6,0.5,-,-,-,-,-,-,-,0.1,0.2,0.5,0.1,-,2.5,0.5,0.5,1,0.9,0.8,-,-,-,-,1,0.4,-,0.4,0.2,31.7,1.8,2.1,23,4.8,0.6,0.3,-,-,-,-,0.4,0.1,-,0.3,1.8,0.6,2.4,Loïc Nego,25(3),2193,-,-,3,-,0.4,78,0.6,-,6.44
297,Dennis Appiah,Saint-Etienne,32 years old (09-06-1992),179cm,France,"Defender (Centre, Left, Right), Midfielder (Right)",1.9,0.8,1,-,-,-,-,-,-,-,0.2,0.6,0.8,0.1,-,2.5,0.7,0.8,1.5,0.3,1.3,-,-,-,-,0.8,0.5,0.2,0.3,0.1,30.3,1.2,2.1,22,5.1,1.2,0.7,-,-,-,-,0.2,0.1,-,0.1,2.4,1.1,3.5,Dennis Appiah,19(7),1856,-,1,2,-,0.2,76.3,0.8,-,6.44
298,Arthur Desmas,Le Havre,31 years old (07-04-1994),196cm,France,Goalkeeper,0.2,0.2,-,-,-,-,-,-,-,-,-,-,-,0.1,-,0.6,-,-,-,0.3,0.1,-,-,-,-,-,0.1,0.1,-,-,24.9,3.8,6,15,0.1,0.1,-,3.1,0.1,2.1,0.9,-,-,-,-,-,0.1,0.1,Arthur Desmas,18,1620,-,-,2,-,-,75.5,0.2,-,6.44
300,Jordan Veretout,Lyon,32 years old (01-03-1993),177cm,France,Midfielder (Centre),1,0.4,0.6,-,-,-,-,-,-,-,0.1,-,0.5,0.1,-,0.9,0.1,0.2,0.3,0.3,0.8,0.1,-,-,-,0.2,0.5,0.1,0.4,-,32.6,1.2,1,26.6,3.7,0.8,0.3,-,-,-,-,0.7,0.4,-,0.3,1,0.9,1.9,Jordan Veretout,17(8),1390,2,-,3,-,0.7,85.5,0.4,-,6.43
301,Estéban Lepaul,Angers,25 years old (18-04-2000),177cm,France,Forward,2.9,1.3,1.6,-,-,-,-,-,-,-,0.1,-,0.4,-,-,0.4,0.5,0.2,0.7,0.6,0.5,0.3,0.1,0.2,-,0.1,0.2,-,0.2,0.5,11.5,0.2,0.4,7.8,3.1,1.2,0.4,-,-,-,-,1.4,0.1,0.3,1,0.4,0.4,0.8,Estéban Lepaul,15(10),1365,7,-,1,-,1.4,70.1,1.3,2,6.43
302,Kiki Kouyaté,Montpellier,28 years old (15-04-1997),192cm,Mali,Defender (Centre),4.3,2.5,1.7,-,-,-,-,-,-,-,1.1,-,0.5,0.4,0.1,5.3,-,-,-,0.7,1.4,-,-,-,-,1.1,0.1,-,0.1,0.4,25.1,1,2.2,19.9,2,0.3,0.1,-,-,-,-,0.7,0.1,0.3,0.4,2.3,1,3.3,Kiki Kouyaté,8(3),755,-,-,4,1,0.7,83.3,2.5,-,6.43
303,Hamzat Ojediran,Lens,21 years old (14-11-2003),172cm,Nigeria,Midfielder,1.4,0.6,0.9,-,-,-,-,-,-,-,0.1,0.1,0.5,0.3,-,0.4,0.3,0.4,0.7,0.2,1.1,0.1,-,0.1,-,0.6,0.1,-,0.1,0.1,15.1,0.7,0.8,11.6,2.1,0.3,-,-,-,-,-,0.6,0.3,-,0.3,1.7,0.8,2.4,Hamzat Ojediran,1(15),381,1,-,5,-,0.6,81.3,0.6,-,6.43
304,Mamadou Diakhon,Reims,19 years old (22-09-2005),180cm,France,Forward,0.5,-,0.5,-,-,-,-,-,-,-,-,0.1,0.2,0.1,-,0.1,1.3,1,2.3,0.8,0.2,0.1,-,-,-,0.2,0.5,-,0.5,-,7.4,0.2,0.1,6.2,0.9,1.1,0.4,-,-,-,-,0.6,0.2,-,0.3,0.5,0.3,0.7,Mamadou Diakhon,5(21),777,2,1,2,-,0.6,86.5,-,1,6.43
305,Antoine Joujou,Le Havre,22 years old (12-03-2003),189cm,France,Attacking Midfielder (Left),1,0.2,0.8,0.1,-,-,-,-,-,0.1,0.1,0.1,0.5,-,-,0.7,1.3,1.3,2.5,0.3,0.3,-,-,-,-,0.4,0.6,-,0.6,0.1,9.1,0.1,0.3,6.2,2.5,1.3,0.7,-,-,-,-,0.5,0.1,-,0.3,0.7,0.3,0.9,Antoine Joujou,9(15),931,-,2,1,-,0.5,69.3,0.2,-,6.42
307,Dimitry Bertaud,Montpellier,26 years old (06-06-1998),180cm,France,Goalkeeper,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25.7,7.3,8.7,9,0.7,-,-,2.7,0.3,2.3,-,-,-,-,-,-,-,-,Dimitry Bertaud,3,270,-,-,-,-,-,63.6,-,-,6.42
308,Cédric Hountondji,Angers,31 years old (19-01-1994),194cm,France,Defender (Centre),3,1.7,1.3,-,-,-,-,-,-,-,1,0.3,-,-,-,4.3,-,-,-,0.3,0.7,-,-,-,-,1.3,-,-,-,-,33.3,1.7,3.3,26.7,1.7,0.7,-,-,-,-,-,-,-,-,-,2,1.3,3.3,Cédric Hountondji,3,270,-,-,-,-,-,85,1.7,-,6.42
309,Antoine Mendy,Nice,20 years old (27-05-2004),187cm,France,"Defender (Centre, Right)",1.5,0.8,0.7,-,-,-,-,-,-,-,0.2,0.1,0.3,0.1,-,1.5,0.5,0.3,0.8,0.5,0.3,-,-,-,-,0.3,0.1,-,0.1,-,21.2,0.5,1.3,16.7,2.7,0.5,0.2,-,-,-,-,0.4,0.1,0.1,0.3,1.7,0.5,2.1,Antoine Mendy,5(10),615,-,-,1,-,0.4,81.4,0.8,-,6.42
310,Hugo Magnetti,Brest,26 years old (30-05-1998),180cm,France,Defensive Midfielder (C),0.7,0.3,0.3,-,-,-,-,-,-,-,0.1,-,0.5,0.1,-,1.1,0.5,0.3,0.8,0.8,0.8,-,-,-,-,0.5,0.2,-,0.2,-,32.6,1.3,1.2,26.7,3.4,0.7,0.7,-,-,-,-,0.6,0.6,-,0.1,1.4,0.8,2.3,Hugo Magnetti,25(4),2129,1,-,4,-,0.6,85.9,0.3,-,6.42
311,Lucas Mincarelli,Montpellier,21 years old (05-01-2004),180cm,,Defender (Left),1,0.7,0.3,-,-,-,-,-,-,-,0.3,-,0.1,-,-,2.4,0.3,-,0.3,0.7,0.7,0.1,-,0.1,-,0.9,0.4,0.3,0.1,-,27.9,1.9,1.4,21.1,3.4,0.7,0.1,-,-,-,-,0.4,0.1,0.1,0.1,1.3,0.7,2,Lucas Mincarelli,5(2),446,1,-,-,-,0.4,82.6,0.7,-,6.42
312,Jonathan Rowe,Marseille,22 years old (30-04-2003),178cm,England,"Attacking Midfielder (Centre, Left, Right)",0.8,0.3,0.6,-,-,-,-,-,-,0.1,-,-,-,0.1,-,-,0.8,0.6,1.4,0.8,0.5,0.1,-,0.1,-,-,0.5,-,0.5,0.2,8.6,-,-,7.5,1.1,1.3,0.5,-,-,-,-,1.2,0.4,0.1,0.8,0.4,0.2,0.6,Jonathan Rowe,4(21),661,3,2,2,-,1.2,87,0.3,1,6.42
313,Marwann N'Zuzi,Saint-Etienne,20 years old (16-05-2004),175cm,France,Defender,1.5,1,0.5,-,-,-,-,-,-,-,-,-,-,1,-,3,1,-,1,0.5,1,-,-,-,-,1,0.5,-,0.5,-,20,2,1.5,15,1.5,1.5,1,-,-,-,-,1,1,-,-,1,0.5,1.5,Marwann N'Zuzi,2,127,-,-,2,-,1,85,1,-,6.42
314,Folarin Balogun,Monaco,23 years old (03-07-2001),178cm,USA,Forward,1.5,0.1,1.4,-,-,-,-,-,-,-,-,-,-,-,-,-,1,0.3,1.3,0.7,0.5,0.3,-,0.3,-,0.1,0.5,0.1,0.4,0.4,8.4,0.2,0.1,5.8,2.3,2.4,0.8,-,-,-,-,2.3,-,0.2,2.2,-,0.3,0.3,Folarin Balogun,6(6),523,3,-,-,-,2.3,71.3,0.1,-,6.41
315,Lilian Raolisoa,Angers,24 years old (16-06-2000),178cm,France,Defender (Right),0.9,0.5,0.3,-,-,-,-,-,-,0.1,0.1,0.1,0.3,-,0.1,1.5,0.7,0.9,1.6,0.3,0.5,-,-,-,-,0.5,0.4,0.1,0.3,0.1,13.9,0.5,1.1,10.2,2.2,0.6,0.5,-,-,-,-,0.3,0.3,-,0.1,1.4,0.7,2.2,Lilian Raolisoa,11(15),1075,-,2,-,2,0.3,76.5,0.5,-,6.41
316,Malang Sarr,Lens,26 years old (23-01-1999),183cm,France,"Defender (Centre, Left)",1.3,1,0.3,-,-,-,-,-,-,-,0.5,0.1,0.5,-,-,3.3,0.1,0.1,0.2,0.5,0.7,-,-,-,-,1.2,0.3,0.1,0.2,0.1,49.8,4.3,2.2,40.4,3.1,0.2,0.2,-,-,-,-,0.3,0.1,-,0.2,1.1,0.6,1.7,Malang Sarr,15(4),1381,-,-,-,-,0.3,89.5,1,-,6.41
317,Daler Kuzyaev,Le Havre,32 years old (15-01-1993),182cm,Russia,"Defender (Right), Midfielder (Centre, Left, Right)",0.9,0.6,0.3,-,-,-,-,-,-,-,0.3,0.1,0.3,0.1,-,0.6,0.1,0.2,0.3,0.3,0.7,0.1,-,0.1,-,0.8,0.2,0.1,0.1,-,21.2,0.6,1,16.8,2.8,0.4,0.2,-,-,-,-,0.3,0.2,-,0.2,1.1,0.6,1.7,Daler Kuzyaev,6(6),564,1,-,1,-,0.3,82.3,0.6,-,6.4
319,Louis Mouton,Saint-Etienne,22 years old (03-06-2002),189cm,France,Midfielder (Centre),0.7,0.2,0.5,-,-,-,-,-,-,-,0.1,0.2,0.6,0.1,-,0.7,0.5,0.5,1,0.3,1,-,-,-,-,0.5,0.7,0.2,0.5,0.1,22.8,1.3,0.6,17.5,3.4,0.6,0.6,-,-,-,-,0.8,0.5,0.1,0.2,2,0.7,2.6,Louis Mouton,12(10),1015,-,1,2,-,0.8,82.6,0.2,-,6.4
320,Timothée Pembélé,Le Havre,22 years old (09-09-2002),183cm,France,"Defender (Centre, Right), Midfielder (Right)",1.4,0.5,0.8,-,-,-,-,-,-,-,0.3,0.1,0.6,0.1,-,2.3,0.8,0.8,1.6,0.6,0.5,0.1,0.1,-,-,0.6,0.2,-,0.2,0.1,23.1,0.5,1.2,19,2.4,1.1,0.7,-,-,-,-,0.4,0.1,0.1,0.2,1.8,0.5,2.3,Timothée Pembélé,12(5),1036,1,-,2,-,0.4,84.5,0.5,-,6.4
321,Yoram Zague,Paris Saint-Germain,18 years old (15-05-2006),168cm,,Defender,0.7,0.3,0.3,-,-,-,-,-,-,-,-,-,0.7,-,-,0.7,-,0.3,0.3,-,0.7,-,-,-,-,0.7,0.3,-,0.3,-,48,0.3,0.3,45.7,1.7,-,-,-,-,-,-,0.3,-,-,0.3,1.3,0.3,1.7,Yoram Zague,2(1),162,-,-,-,-,0.3,95.8,0.3,-,6.4
322,Sorba Thomas,Nantes,26 years old (25-01-1999),185cm,Wales,"Defender (Right), Midfielder (Centre, Left, Right), Forward",0.9,0.2,0.7,0.1,-,-,-,-,-,0.1,-,0.1,0.4,0.1,-,0.8,0.6,0.3,1,0.6,0.4,-,-,-,-,0.3,1.3,0.4,0.9,0.1,15.4,0.5,0.9,11.3,2.7,1.1,1,-,-,-,-,0.4,0.1,-,0.2,0.5,0.3,0.9,Sorba Thomas,13(10),1165,1,2,2,-,0.4,76.6,0.2,-,6.4
323,Benjamin Bouchouari,Saint-Etienne,23 years old (13-11-2001),165cm,Netherlands,Midfielder (Centre),1.1,0.3,0.8,-,-,-,-,-,-,-,-,0.1,0.7,0.2,-,0.5,1.1,1.1,2.3,1.6,0.6,-,-,-,-,0.7,0.7,-,0.6,-,40.9,0.9,0.5,34.6,4.9,1.3,1.1,-,-,-,-,0.6,0.5,-,0.2,1.3,1.2,2.5,Benjamin Bouchouari,20(4),1708,1,-,5,-,0.6,86.8,0.3,1,6.4
324,Jaydee Canvot,Toulouse,18 years old (29-07-2006),188cm,,Defensive Midfielder (C),1.5,0.8,0.7,-,-,-,-,-,-,-,0.1,0.1,0.5,0.1,-,2.1,0.2,0.3,0.5,0.2,1,-,-,-,-,0.7,0.2,0.1,0.1,-,26.9,0.9,1.1,22.3,2.6,0.3,0.5,-,-,-,-,0.2,0.1,-,0.1,1.1,0.3,1.5,Jaydee Canvot,9(6),836,-,-,2,-,0.2,86.1,0.8,-,6.39
325,Zinedine Ferhat,Angers,32 years old (01-03-1993),183cm,Algeria,"Midfielder (Left, Right)",1.5,0.7,0.8,-,-,-,-,-,-,-,-,-,0.4,-,-,0.5,0.5,0.4,0.9,0.6,0.5,0.1,-,-,0.1,0.4,0.7,0.2,0.4,0.1,16,0.8,0.6,11.3,3.3,0.9,0.7,-,-,-,-,0.5,0.3,-,0.3,0.4,0.4,0.8,Zinedine Ferhat,7(16),822,2,-,1,-,0.5,75.5,0.7,-,6.39
326,Jordan Amavi,Brest,31 years old (09-03-1994),176cm,France,"Defender (Left), Midfielder (Left)",2,1.5,0.5,-,-,-,-,-,-,-,0.2,0.2,0.7,0.2,-,1.5,0.5,0.6,1.2,0.5,1.4,-,-,-,-,0.6,0.5,0.1,0.5,-,38.4,1.4,2.2,26.9,7.9,0.8,0.5,-,-,-,-,0.7,0.7,-,-,2.2,0.5,2.7,Jordan Amavi,8(3),794,-,-,2,-,0.7,73.7,1.5,-,6.39
327,Abdoulaye Bamba,Angers,35 years old (25-04-1990),182cm,Ivory Coast,"Defender (Centre, Left, Right), Midfielder (Right)",1.5,0.6,0.9,-,-,-,-,-,-,-,0.4,0.2,0.3,0.1,-,4,-,0.1,0.1,0.4,0.5,-,-,-,-,1,0.3,0.1,0.3,-,29.5,1.4,1.5,25.1,1.5,0.2,0.2,-,-,-,-,0.1,-,-,0.1,1.2,0.3,1.4,Abdoulaye Bamba,16(3),1511,-,-,2,-,0.1,89.6,0.6,-,6.38
328,Becir Omeragic,Montpellier,23 years old (20-01-2002),187cm,Switzerland,"Defender (Centre), Defensive Midfielder (C)",2.3,0.8,1.5,-,-,-,-,-,-,-,1,0.1,0.5,0.1,-,3.3,0.2,0.6,0.7,0.5,0.5,-,-,-,-,0.6,0.1,-,0.1,-,40.7,1.3,1.4,36.4,1.7,0.3,0.2,-,-,-,-,0.3,0.1,0.1,0.1,1.5,0.3,1.8,Becir Omeragic,18(1),1533,-,-,1,-,0.3,92.5,0.8,-,6.38
329,Augustine Boakye,Saint-Etienne,24 years old (03-11-2000),178cm,Ghana,Attacking Midfielder (Right),1.1,0.3,0.8,-,-,-,-,-,-,-,-,-,0.3,0.3,-,0.2,0.6,0.8,1.4,0.4,1.1,0.2,-,0.1,0.1,0.4,0.8,-,0.8,0.2,14.6,0.2,0.4,10.9,3,1.1,1.5,-,-,-,-,1.4,0.7,0.1,0.6,0.4,0.5,0.9,Augustine Boakye,8(9),735,3,-,5,-,1.4,76.6,0.3,-,6.38
330,Florian Tardieu,Saint-Etienne,33 years old (22-04-1992),181cm,France,Defensive Midfielder (C),1.2,0.7,0.5,-,-,-,-,-,-,0.1,0.2,-,0.4,-,-,0.7,0.5,0.1,0.6,0.4,0.4,-,-,-,-,0.6,0.8,0.2,0.6,-,38,1.5,1.1,31.3,4,0.7,0.3,-,-,-,-,0.5,0.3,-,0.2,1,0.4,1.4,Florian Tardieu,10(11),981,-,3,-,-,0.5,86.6,0.7,-,6.38
332,Baptiste Santamaría,Nice,30 years old (09-03-1995),183cm,France,Defensive Midfielder (C),2.6,1.3,1.3,-,-,-,-,-,0.1,0.1,0.4,-,0.6,0.1,-,0.7,0.4,0.1,0.5,0.7,0.5,-,-,-,-,1.2,0.4,-,0.4,-,30.3,1.7,0.9,23.6,4.1,1.2,0.5,-,-,-,-,0.4,0.2,0.1,0.1,1.1,0.5,1.6,Baptiste Santamaría,5(5),480,-,1,1,-,0.4,83.5,1.3,-,6.38
333,Ado Onaiwu,Auxerre,29 years old (08-11-1995),180cm,Japan,Forward,2.2,1.3,0.9,-,-,-,-,-,-,-,-,-,0.3,-,-,0.4,0.5,0.3,0.8,0.4,0.3,0.1,-,0.1,-,0.1,0.3,-,0.3,0.1,10.3,0.1,0.1,7.6,2.4,0.9,0.7,-,-,-,-,0.8,0.2,0.1,0.5,0.4,0.2,0.6,Ado Onaiwu,8(20),853,4,1,1,1,0.8,75.3,1.3,-,6.38
334,Warren Kamanzi,Toulouse,24 years old (11-11-2000),177cm,Norway,"Defender (Right), Midfielder (Right)",0.2,0.2,-,-,-,-,-,-,-,-,-,0.2,0.1,0.1,-,0.7,0.4,0.5,0.9,0.4,0.6,-,-,-,-,0.3,0.4,-,0.4,-,15.2,0.1,0.4,12.5,2.2,0.6,0.4,-,-,-,-,0.2,-,-,0.1,1.2,0.6,1.8,Warren Kamanzi,8(13),787,-,1,3,-,0.2,82.8,0.2,-,6.38
335,Abakar Sylla,Strasbourg,22 years old (25-12-2002),188cm,Ivory Coast,Defender (Centre),2,1.1,0.9,-,-,-,-,-,-,-,0.5,-,0.4,0.1,0.1,3.2,0.2,0.2,0.3,0.4,0.9,0.1,-,0.1,-,0.6,-,-,-,-,33.6,0.6,1.6,29.4,2,0.3,0.2,-,-,-,-,0.3,-,0.1,0.2,1.4,0.1,1.5,Abakar Sylla,10(9),936,1,-,2,1,0.3,89.2,1.1,-,6.38
336,Marcus Coco,Nantes,28 years old (24-06-1996),184cm,France,"Defender (Right), Midfielder (Left, Right), Forward",1.7,0.9,0.7,0.1,-,-,-,-,-,0.1,0.3,0.2,0.6,0.2,0.1,2.2,0.4,0.2,0.5,0.9,1.6,-,-,-,-,0.5,0.5,0.1,0.5,-,20.1,1.2,1.3,15.5,2.1,0.6,0.3,-,-,-,-,0.1,0.1,-,0.1,1.4,0.8,2.2,Marcus Coco,10(9),952,-,1,3,2,0.1,83.2,0.9,1,6.37
